,DateStart,League,Name,StandardName,Split,SplitNumber,DateStart__precision
504,2011-05-28,World Championship,Worlds Season 1 Qualifier - Europe,Worlds Season 1 Qualifier - Europe,,,1
505,2011-05-28,World Championship,Worlds Season 1 Qualifier - NA,Worlds Season 1 Qualifier - NA,,,1
506,2011-05-29,ESL,Go4LoL NA 13,,,,1
507,2011-06-04,ESL,Go4LoL NA 2011 May Finals,,,,1
508,2011-06-05,ESL,Go4LoL NA 14,,,,1
509,2011-06-07,Tt eSPORTS,Tt eSPORTS Challenge Summer Open,,,,1
510,2011-06-07,Tt eSPORTS,Tt eSPORTS Challenge Summer Open Group 1,,,,1
511,2011-06-07,Tt eSPORTS,Tt eSPORTS Challenge Summer Open Group 2,,,,1
512,2011-06-07,Tt eSPORTS,Tt eSPORTS Challenge Summer Open Group 3,,,,1
513,2011-06-07,Tt eSPORTS,Tt eSPORTS Challenge Summer Open Group 4,,,,1
514,2011-06-12,ESL,Go4LoL NA 15,,,,1
515,2011-06-18,World Championship,Worlds Season 1,Worlds Season 1,,,1
516,2011-07-02,,Lille Arena,,,,1
517,2011-07-16,,Tencent Games Arena Grand Prix 2011,,,,1
518,2011-08-02,World Cyber Games,WCG 2011 Canada Qualifiers,,,,1
519,2011-08-05,World Cyber Games,WCG 2011 China Qualifiers,,,,1
520,2011-08-15,ESL Pro Series,EPS Germany 2011 Winter,,,,1
521,2011-08-17,Intel Extreme Masters,IEM Season 6 Cologne,IEM Season 6 Cologne,,,1
522,2011-08-27,Major League Gaming,MLG 2011 Raleigh,,,,1
523,2011-08-29,Newegg Wanfest,Newegg Summer Wanfest 2011,,,,1
524,2011-08-29,Newegg Wanfest,Newegg Summer Wanfest 2011 A,,,,1
525,2011-08-29,Newegg Wanfest,Newegg Summer Wanfest 2011 B,,,,1
526,2011-08-29,Newegg Wanfest,Newegg Summer Wanfest 2011 C,,,,1
527,2011-08-29,Newegg Wanfest,Newegg Summer Wanfest 2011 D,,,,1
528,2011-09-03,,Sound Blaster Nations Championship,,,,1
529,2011-09-05,,NESL Premier League Season 2,,,,1
530,2011-09-05,ESL,NESL Premier League 2,,,,1
531,2011-09-17,,Rampage King of The Hill Series,,,,1
532,2011-09-24,,Dawn of Champions Cup,,,,1
533,2011-09-24,MOBAFire,MobaFire Take Your Best Shot,,,,1
534,2011-10-03,Intel Extreme Masters,IEM Season 6 Guangzhou,IEM Season 6 Guangzhou,,,1
535,2011-10-06,,Samsung Euro Championship 2011,,,,1
536,2011-10-06,IGN Pro League,IPL 3 Atlantic City,,,,1
537,2011-10-13,Intel Extreme Masters,IEM Season 6 New York,IEM Season 6 New York,,,1
538,2011-10-17,178.com LoL Pro League,178.com LoL Pro League S1,,,,1
539,2011-10-21,ASUS ROG,ASUS ROG Paris Games Week 2011,,,,1
540,2011-10-28,World Cyber Games,2011 WCG China Challenge,,,,1
541,2011-11-01,World GameMaster Tournament,WGT 2012 Qualifier,,,,1
542,2011-11-06,ESL,Go4LoL NA 35,,,,1
543,2011-11-13,ESL,Go4LoL NA 36,,,,1
544,2011-11-19,Major League Gaming,MLG 2011 Championship Providence,,,,1
545,2011-11-19,Major League Gaming,MLG 2011 Providence Qualifiers,,,,1
546,2011-11-19,Tencent Games Carnival,Tencent Games Carnival 2011,,,,1
547,2011-11-20,ESL,Go4LoL NA 37,,,,1
548,2011-11-24,Inven,Inven Allstar-Tournament 2011,,,,1
549,2011-11-26,Alienware,Alienware Arena Europe: Fall Season,,,,1
550,2011-11-27,ESL,Go4LoL NA 38,,,,1
551,2011-12-08,,WCG 2011,,,,1
552,2011-12-08,World Cyber Games,WCG Grand Finals 2011,,,,1
553,2011-12-10,ESL Major Series,ESL Major Series 9,,,,1
554,2011-12-11,MobaFire King of the Union,MobaFire King of the Union,,,,1
555,2011-12-15,,League of Legends 2011 Winter Brawl,,,,1
556,2011-12-30,Counter Logic Gaming,CLG's Last Call 2011,,,,1
557,2012-01-05,Millenium,Millenium King Of The Hill,,,,1
558,2012-01-09,,IGN Pro League Killing Spree,,,,1
559,2012-01-12,World GameMaster Tournament,World GameMaster Tournament 2012,,,,1
560,2012-01-13,,After Hours Gaming League,,,,1
561,2012-01-13,OGN,OGN LoL Invitational 2012,OGN LoL Invitational 2012,,,1
562,2012-01-19,Intel Extreme Masters,IEM Season 6 Kiev,IEM Season 6 Kiev,,,1
563,2012-01-24,Cdiscount Cup,Cdiscount Cup 1,,,,1
564,2012-01-27,Kings of Europe,Kings of Europe,,,,1
565,2012-01-28,,Spirit Lan 9,,,,1
566,2012-02-01,ESL,ESL GoPL4LoL 2012 February,,,,1
567,2012-02-04,Alienware,Alienware Arena Europe: Winter Season,,,,1
568,2012-02-06,Alienware,Alienware Arena North America Winter,,,,1
569,2012-02-07,Intel Extreme Masters,IEM Season 6 São Paulo,,,,1
570,2012-02-10,Legendary Gaming,Legendary Gaming New Year's Cup,,,,1
571,2012-02-11,LoLPro.com Curse Invitational,LoLPro.com Curse Invitational,,,,1
572,2012-02-13,ESL Pro Series,EPS Germany 2012 Spring,,,,1
573,2012-02-18,IGN Pro League,IPL 4 Las Vegas Qualifiers,,,,1
574,2012-02-23,ESL Major Series,EMS Benelux LoL Qualifiers,,,,1
575,2012-02-25,Gamers Assembly,Gamers Assembly 2012 Qualifier 1,Gamers Assembly 2012 Qualifier 1,,,1
576,2012-02-29,Gamers Assembly,Gamers Assembly 2012 Qualifier 2,Gamers Assembly 2012 Qualifier 2,,,1
577,2012-03-01,Absolute Pro League,Absolute Amateur League: March,,,,1
578,2012-03-01,Absolute Pro League,Absolute Pro League: March,,,,1
579,2012-03-01,ESL,ESL GoPL4LoL 2012 March,,,,1
580,2012-03-03,Gamers Assembly,Gamers Assembly 2012 Qualifier 3,Gamers Assembly 2012 Qualifier 3,,,1
581,2012-03-03,IvyLoL,IvyLoL Spring Fling,,,,1
582,2012-03-06,Intel Extreme Masters,IEM Season 6 World Championship,IEM Season 6 World Championship,,,1
583,2012-03-09,Fatal1ty,Fatal1ty Gaming Gear League of Legends Tournament,,,,1
584,2012-03-10,IGN Pro League,IPL 2012 SXSW All-Stars,,,,1
585,2012-03-10,NVIDIA Game Festival,NVIDIA Game Festival 2012,,,,1
586,2012-03-11,EASARS PCG Pro League,EASARS PCG Pro League,,,,1
587,2012-03-12,,CSN playLEGENDS Cup,,,,1
588,2012-03-12,,CSN playLEGENDS Cup 1,,,,1
589,2012-03-12,Corsair Vengeance Cup,Corsair Vengeance Cup,,,,1
590,2012-03-13,Cdiscount Cup,Cdiscount Cup 2,,,,1
591,2012-03-13,NiceGameTV LoL Battle,NLB 2012 Spring,NLB 2012 Spring,Spring,2,1
592,2012-03-16,Fatal1ty,Fatal1ty Gaming Gear LoL Tournament,,,,1
593,2012-03-16,Sennheiser,Sennheiser Hear to Win Cup,,,,1
594,2012-03-17,Gamers Assembly,Gamers Assembly 2012 Qualifier 4,Gamers Assembly 2012 Qualifier 4,,,1
595,2012-03-17,Leaguecraft ggClassic,Leaguecraft ggClassic,,,,1
596,2012-03-18,,Teemo All-Stars Cup,,,,1
597,2012-03-21,LoL The Champions,Champions 2012 Spring,Champions 2012 Spring,Spring,1,1
598,2012-03-23,SK Trophy,SK Trophy March,,,,1
599,2012-03-24,Playhem,Playhem Showmatch,,,,1
600,2012-03-26,,CSN playLEGENDS Cup 2,,,,1
601,2012-03-28,ESL,NESL Premier League Season 3,,,,1
602,2012-03-28,ESL,NESL Premier League Season 3,,,,1
603,2012-03-31,4Players.de,4Players.de All or Nothing,,,,1
604,2012-04-01,Absolute Pro League,Absolute Amateur League April,,,,1
605,2012-04-01,Absolute Pro League,Absolute Pro League: April,,,,1
606,2012-04-01,ESL,ESL GoPL4LoL 2012 April,,,,1
607,2012-04-03,,RaidCall PLAY Cup #1,,,,1
608,2012-04-03,Raidcall,RaidCall PLAY Cup #1,,,,1
609,2012-04-04,Copenhagen Games,Copenhagen Games 2012,,,,1
610,2012-04-04,The Gathering,The Gathering 2012,,,,1
611,2012-04-06,IGN Pro League,IPL 4 Las Vegas,,,,1
612,2012-04-07,Gamers Assembly,Gamers Assembly 2012,,,,1
613,2012-04-09,,CSN playLEGENDS Cup 3,,,,1
614,2012-04-12,DLCompare Pro Cup,DLCompare Pro Cup 1,,,,1
615,2012-04-12,Infoshow,Infoshow 2012 EUNE,,,,1
616,2012-04-12,Infoshow,Infoshow 2012 EUW,,,,1
617,2012-04-12,LegendsBR,Torneio dos Legends #1,,,,1
618,2012-04-13,ESL Pro Series,NESL Pro Series 3,,,,1
619,2012-04-14,,ESGN Intime Razer Championship,,,,1
620,2012-04-14,StarsWar,GIGABYTE StarsWar 7 Chinese Qualifiers,,,,1
621,2012-04-16,ESL,ESL Benelux 5on5 Opening Cup,,,,1
622,2012-04-17,ESL Pro Series,Go4LoL Pro Asia Season 1,,,,1
623,2012-04-18,,Eclypsia Rise of Legend,,,,1
624,2012-04-21,,"Tristana's 32, The Tt Cup - April",,,,1
625,2012-04-21,Alienware,Alienware Arena Europe: Spring Season,,,,1
626,2012-04-21,Alienware,Alienware Arena North America Spring,,,,1
627,2012-04-23,,CSN playLEGENDS Cup 4,,,,1
628,2012-04-23,NiceGameTV LoL Battle,NiceGameTV Battle Royal,,,,1
629,2012-04-24,Cdiscount Cup,Cdiscount Cup 3,,,,1
630,2012-04-25,4Players.de,4Players.de All or Nothing 2,,,,1
631,2012-04-26,,The Gaming Series,,,,1
632,2012-04-29,Reign of Gaming,Reign of Gaming International Invitational,,,,1
633,2012-04-30,,CSN playLEGENDS Cup Finals,,,,1
634,2012-05-01,Absolute Pro League,Absolute Amateur League,,,,1
635,2012-05-01,Absolute Pro League,Absolute Pro League,,,,1
636,2012-05-01,ESL,ESL GoPL4LoL 2012 May,,,,1
637,2012-05-04,,Insomnia 45 Qualifiers,,,,1
638,2012-05-04,Insomnia,Insomnia45 2012 Spring,,,,1
639,2012-05-05,Garena Premier League,GPL 2012 Opening Event,,,,1
640,2012-05-07,SK Trophy,SK Trophy May Qualifiers,,,,1
641,2012-05-08,,IGN ProLeague Season 5 - Qualifiers,,,,1
642,2012-05-08,IGN Pro League,IPL 5 European Qualifiers,,,,1
643,2012-05-08,IGN Pro League,IPL 5 North American Qualifiers,,,,1
644,2012-05-12,IGN Pro League,IPL 5 Chinese Qualifiers,,,,1
645,2012-05-12,SoloMid Series,Solomid EU Invitational 1,,,,1
646,2012-05-13,,MSI Battlegrounds,,,,1
647,2012-05-13,StarsWar,GIGABYTE StarsWar 7 Korean Qualifiers,,,,1
648,2012-05-18,Garena Premier League,GPL 2012 Season 1,,,,1
649,2012-05-18,IvyLoL,IvyLoL Season 1 Open League,,,,1
650,2012-05-20,4Players.de,4Players.de All or Nothing 3,,,,1
651,2012-05-22,DreamHack,DreamHack Summer 2012 Qualifiers,,,,1
652,2012-05-26,,"Tristana's 32, The Tt Cup - May",,,,1
653,2012-05-26,SoloMid Series,Solomid NA Invitational 1,,,,1
654,2012-05-28,Medion,Esports Heaven Medion Challenge 2012,,,,1
655,2012-05-30,,RaidCall PLAY Cup #2,,,,1
656,2012-05-30,Raidcall,RaidCall PLAY Cup #2,,,,1
657,2012-05-31,IGN Pro League,IPL 5 Taiwanese Qualifiers,,,,1
658,2012-06-01,ESL,ESL GoPL4LoL 2012 June,,,,1
659,2012-06-01,Riot Games,Riot World Invitational,,,,1
660,2012-06-02,SK Trophy,SK Trophy May,,,,1
661,2012-06-03,In2LOL Kickoff NA Tournament,In2LOL Kickoff EU Tournament,,,,1
662,2012-06-04,IGN Pro League,IPL 5 Southeast Asian Qualifiers,,,,1
663,2012-06-05,In2LOL Kickoff NA Tournament,In2LOL Kickoff NA Tournament,,,,1
664,2012-06-06,Absolute Pro League,Absolute Amateur League June,,,,1
665,2012-06-06,LoL The Champions,Azubu LoL The Champions All Stars,,,,1
666,2012-06-08,Major League Gaming,MLG 2012 Spring Championship,,,,1
667,2012-06-09,ESL Major Series,ESL Major Series 10,,,,1
668,2012-06-11,ESL Pro Series,EPS Germany 2012 Summer,,,,1
669,2012-06-12,,Solomid EU Tournament Circuit,,,,1
670,2012-06-13,LDLC Nashor's Trophy,LDLC Nashor's Trophy,,,,1
671,2012-06-14,MMO Champions,League of Champions June,,,,1
672,2012-06-15,GIGABYTE Esports LAN,GIGABYTE Esports LAN,,,,1
673,2012-06-16,,Collegiate Star League:Trinity,,,,1
674,2012-06-16,,Collegiate Star League:Trinity,,,,1
675,2012-06-16,DreamHack,DreamHack Summer 2012,DreamHack Summer 2012,Summer,,1
676,2012-06-16,StarsWar,GIGABYTE StarsWar 7,,,,1
677,2012-06-20,ESL,European Challenger Circuit: Poland Qualifiers,,,,1
678,2012-06-21,4Players.de,4Players.de All or Nothing 4,,,,1
679,2012-06-21,Tencent Games Arena,TGA Grand Prix 2012 Summer,,,,1
680,2012-06-23,SoloMid Series,Solomid NA Invitational 2,,,,1
681,2012-06-25,,Solomid NA Tournament Circuit,,,,1
682,2012-06-25,Absolute Pro League,Absolute Arena Cup,,,,1
683,2012-06-25,In2LOL Kickoff NA Tournament,in2LOL King Of The Hill,,,,1
684,2012-06-26,NiceGameTV LoL Battle,NLB 2012 Summer,NLB 2012 Summer,Summer,3,1
685,2012-06-28,SoloMid Series,Solomid NA Invitational 3,,,,1
686,2012-06-30,Leaguepedia,Leaguepedia NA Invitational,,,,1
687,2012-07-01,ESL,ESL GoPL4LoL 2012 July,,,,1
688,2012-07-01,Legends' Union PRO Arena,Legends Union PRO Arena,,,,1
689,2012-07-02,IGN Pro League,IPL Face Off: San Francisco Showdown Qualifier,,,,1
690,2012-07-03,Cdiscount Cup,Cdiscount Cup 4,,,,1
691,2012-07-04,Glorious Arena,Glorious Arena Season 1,,,,1
692,2012-07-04,LoL The Champions,Champions 2012 Summer,Champions 2012 Summer,Summer,2,1
693,2012-07-07,PLL Challenge,PLL Challenge,,,,1
694,2012-07-07,SK Trophy,SK Trophy June,,,,1
695,2012-07-07,SoloMid Series,Solomid NA Invitational 4,,,,1
696,2012-07-08,Absolute Pro League,Absolute Arena Cup 2,,,,1
697,2012-07-10,Major League Gaming,MLG Summer Arena Qualifiers,,,,1
698,2012-07-11,IGN Pro League,IPL 5 Hong Kong Qualifiers,,,,1
699,2012-07-13,aAa Pro Challenge,aAa Pro Challenge,,,,1
700,2012-07-14,Leaguecraft ggClassic,Leaguecraft ggClassic,,,,1
701,2012-07-16,Elite of Europe,Elite of Europe,,,,1
702,2012-07-18,MMO Champions,League of Champions July,,,,1
703,2012-07-20,,Season 2 Regional Finals TW Qualifiers,,,,1
704,2012-07-20,LegendsBR,Torneio dos Legends #4,,,,1
705,2012-07-21,The Siege,The Siege,,,,1
706,2012-07-22,Alienware,Alienware Cup,,,,1
707,2012-07-23,Absolute Pro League,Absolute Arena Invitational,,,,1
708,2012-07-24,IGN Pro League,IPL Elites,,,,1
709,2012-07-26,Raidcall,RaidCall PLAY Cup 3,,,,1
710,2012-07-26,World Championship,China Regional Finals Season 2,China Regional Finals Season 2,,,1
711,2012-07-28,ESL,European Challenger Circuit: Poland,,,,1
712,2012-07-28,ROCCAT King Of The Hill,ROCCAT King of the Hill 1,,,,1
713,2012-07-28,SoloMid Series,SoloMid NA Invitational 5,,,,1
714,2012-07-29,ROCCAT King Of The Hill,ROCCAT King of the Hill,,,,1
715,2012-07-31,ESL Pro Series,Go4LoL Pro Asia Season 2,,,,1
716,2012-08-01,ESL,ESL GoPL4LoL 2012 August,,,,1
717,2012-08-03,Major League Gaming,MLG 2012 Summer Arena,,,,1
718,2012-08-04,,IPL Challengers,,,,1
719,2012-08-07,SoloMid Series,SoloMid NA Invitational 6,,,,1
720,2012-08-08,Campus Gaming Party,Campus Gaming Party: Berlin,,,,1
721,2012-08-09,Campeonato Brasileiro,Brazil Server Opening Ceremony,,,,1
722,2012-08-11,IGN Pro League,IPL Face Off: San Francisco Showdown,,,,1
723,2012-08-11,SK Trophy,SK Trophy July,,,,1
724,2012-08-16,ESL,NESL Premier League Season 4,,,,1
725,2012-08-16,ESL Pro Series,NESL Pro Series Season 4,,,,1
726,2012-08-16,World Championship,EU Regional Finals Season 2,EU Regional Finals Season 2,,,1
727,2012-08-18,Kung Fu Cup,Kung Fu Cup,,,,1
728,2012-08-18,SoloMid Series,SoloMid NA Invitational 7,,,,1
729,2012-08-21,Campus Gaming Party,Campus Gaming Party: Berlin,,,,1
730,2012-08-21,ROCCAT King Of The Hill,ROCCAT King of the Hill 2,,,,1
731,2012-08-23,,League of Legends Krait Tournament,,,,1
732,2012-08-24,Insomnia,Insomnia46 2012 Summer,,,,1
733,2012-08-24,Major League Gaming,MLG 2012 Summer Championship,,,,1
734,2012-08-28,StarsWar,GIGABYTE StarsWar League,,,,1
735,2012-08-30,Riot Games,Season 2 Regional Finals - Seattle,,,,1
736,2012-09-01,,Taiwan Season 2 Regional Finals,,,,1
737,2012-09-01,DreamHack,DreamHack Valencia 2012 Qualifiers,,,,1
738,2012-09-01,ESL,ESL GoPL4LoL 2012 September,,,,1
739,2012-09-02,ESL,IEM Global Challenge Cologne - Qualifiers,,,,1
740,2012-09-07,Cyberathlete Professional League,CPL Shenyang 2012,,,,1
741,2012-09-08,SK Trophy,SK Trophy August,,,,1
742,2012-09-08,SoloMid Series,SoloMid NA Invitational 8,,,,1
743,2012-09-09,Garena,Season 2 Regional Finals - Da Nang,,,,1
744,2012-09-11,PROG4MER,PROG4MER League Season 1,,,,1
745,2012-09-12,World Championship,Korea Regional Finals Season 2,Korea Regional Finals Season 2,,,1
746,2012-09-14,,International e-Culture Festival 2012 Qualifiers,,,,1
747,2012-09-14,IGN Pro League,IPL 5 Thailand Qualifiers,,,,1
748,2012-09-14,Ultimate Game Tournament,Ultimate Game Tournament,,,,1
749,2012-09-15,EmpireTV Challenge,EmpireTV Challenge,,,,1
750,2012-09-15,SoloMid Series,SoloMid NA Invitational 9,,,,1
751,2012-09-17,Raidcall,PLAY RaidCall LoL Showmatch,,,,1
752,2012-09-19,Cdiscount Cup,Cdiscount Cup #5,,,,1
753,2012-09-19,Glorious Arena,Glorious Arena Season 2,,,,1
754,2012-09-20,4Players.de,4Players.de All or Nothing 5,,,,1
755,2012-09-21,DreamHack,DreamHack Valencia 2012,,,,1
756,2012-09-21,Fight for Pride,Fight for Pride Promo,,,,1
757,2012-09-22,,Pentakill.gr Tournament,,,,1
758,2012-09-22,SoloMid Series,SoloMid NA Invitational 10,,,,1
759,2012-09-23,ESL Baltics,ESL Baltics S1 EE Qualifier 1,,,,1
760,2012-09-23,ESL Baltics,ESL Baltics S1 LT Qualifier 1,,,,1
761,2012-09-23,ESL Baltics,ESL Baltics S1 LV Qualifier 1,,,,1
762,2012-09-26,4Players.de,4Players.de All or Nothing 6,,,,1
763,2012-09-29,SoloMid Series,SoloMid NA Invitational 11,,,,1
764,2012-09-30,ESL Baltics,ESL Baltics S1 EE Qualifier 1,,,,1
765,2012-09-30,ESL Baltics,ESL Baltics S1 LT Qualifier 2,,,,1
766,2012-09-30,ESL Baltics,ESL Baltics S1 LV Qualifier 1,,,,1
767,2012-10-01,ESL,ESL GoPL4LoL 2012 October,,,,1
768,2012-10-01,ESL Pro Series,EPS Germany 2012 Winter,,,,1
769,2012-10-02,none,Brasil Gaming League #7,,,,1
770,2012-10-02,SoloMid Series,Solomid Series Qualifier,,,,1
771,2012-10-04,World Championship,Worlds Season 2,Worlds Season 2,,,1
772,2012-10-06,ESL Baltics,ESL Baltics S1 LT Qualifier 3,,,,1
773,2012-10-07,ESL Baltics,ESL Baltics S1 EE Qualifier 1,,,,1
774,2012-10-07,ESL Baltics,ESL Baltics S1 LV Qualifier 1,,,,1
775,2012-10-09,,LoveLoL Autumn Cup,,,,1
776,2012-10-11,Campeonato Brasileiro,Riot Season 2 Brazilian Championship,,,,1
777,2012-10-11,ESL Pro Series,Go4LoL Pro Asia Season 3,,,,1
778,2012-10-12,NetParty Fyn,NetParty Fyn 13,,,,1
779,2012-10-14,ESL Baltics,ESL Baltics S1 EE Qualifier 1,,,,1
780,2012-10-14,ESL Baltics,ESL Baltics S1 LT Qualifier 4,,,,1
781,2012-10-14,ESL Baltics,ESL Baltics S1 LV Qualifier 1,,,,1
782,2012-10-17,Enter the Dragon,Enter the Dragon (용쟁호투),,,,1
783,2012-10-19,,Solomid Series,,,,1
784,2012-10-19,SoloMid Series,SoloMid Series Week 1,,,,1
785,2012-10-20,DreamHack,DreamHack Bucharest 2012,,,,1
786,2012-10-20,MČR v počítačových hrách,MČR PC 2012,,,,1
787,2012-10-21,IGN Pro League,IPL 5 Korean Qualifiers,,,,1
788,2012-10-22,ESL Major Series,ESL Major Series 2012 Winter,,,,1
789,2012-10-22,LoL The Champions,Champions 2013 Winter Qualifiers,Champions 2013 Winter Qualifiers,Winter,1,1
790,2012-10-23,4Players.de,4Players.de All or Nothing 7,,,,1
791,2012-10-25,World e-Sports Masters,World e-Sports Masters 2012,,,,1
792,2012-10-26,Cybersport League,Cybersport League 2012,,,,1
793,2012-10-26,SoloMid Series,SoloMid Series Week 2,,,,1
794,2012-10-26,Tales of the Lane,Tales of the Lane,,,,1
795,2012-10-27,PxL LAN,PxL LAN 36,,,,1
796,2012-10-30,none,Brasil Gaming League #10,,,,1
797,2012-10-30,ROCCAT King Of The Hill,ROCCAT King of the Hill 3,,,,1
798,2012-11-01,,HAN Pro League (HPL),,,,1
799,2012-11-01,ASUS ROG,ASUS ROG Paris Games Week 2012,,,,1
800,2012-11-01,ESL,ESL GoPL4LoL 2012 November,,,,1
801,2012-11-02,International e-Culture Festival,International e-Culture Festival 2012,,,,1
802,2012-11-02,MLG 2012 Fall,MLG 2012 Fall,MLG 2012 Fall,,,1
803,2012-11-09,,LoL Starz: Limited,,,,1
804,2012-11-09,LoL The Champions,Champions 2013 Winter,Champions 2013 Winter,Winter,1,1
805,2012-11-09,SoloMid Series,SoloMid Series Week 3,,,,1
806,2012-11-10,,BaseLAN 24,,,,1
807,2012-11-10,,SFU Surrey League of Legends Tournament,,,,1
808,2012-11-10,Lone Star Clash 2,Lone Star Clash 2,,,,1
809,2012-11-12,NiceGameTV LoL Battle,NLB 2013 Winter,NLB 2013 Winter,Winter,1,1
810,2012-11-13,IGN Pro League,IPL 5 Wildcard Qualifiers,,,,1
811,2012-11-13,ROCCAT King Of The Hill,ROCCAT King of the Hill 4,,,,1
812,2012-11-16,SoloMid Series,SoloMid Series Week 4,,,,1
813,2012-11-17,Garena Premier League,GPL 2012 Season 1 Playoffs,,,,1
814,2012-11-17,LegendsBR,Torneio dos Legends #7,,,,1
815,2012-11-19,,PTT-Ace Champion League: &lt;br/&gt;Season 1,,,,1
816,2012-11-19,ESL Baltics,ESL Baltics Season 1 Group Stage,,,,1
817,2012-11-19,Raidcall,RaidCall Dominance 1,,,,1
818,2012-11-19,Tencent Games Arena,TGA Grand Prix 2012 Winter,,,,1
819,2012-11-20,,Ozone Evolution Cup Season 1,,,,1
820,2012-11-20,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 1,,,,1
821,2012-11-22,DreamHack,DreamHack Winter 2012,,,,1
822,2012-11-22,DreamHack,DreamHack Winter 2012 Qualifiers,,,,1
823,2012-11-22,Intel Extreme Masters,IEM Season 7 Singapore,IEM Season 7 Singapore,,,1
824,2012-11-23,SoloMid Series,SoloMid Series Week 5,,,,1
825,2012-11-24,,Gunnar Invitational,,,,1
826,2012-11-24,Nvidia GeForce Esports Cup,GeForce GTX Invitational Brasil,,,,1
827,2012-11-25,4Players.de,4Players.de All or Nothing 8,,,,1
828,2012-11-25,SCAN Tournament,SCAN Invitational,,,,1
829,2012-11-26,,G-League 2012 Season 2 Qualifiers,,,,1
830,2012-11-27,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 2,,,,1
831,2012-11-27,ROCCAT King Of The Hill,ROCCAT King of the Hill 5,,,,1
832,2012-11-29,IGN Pro League,IPL 5,IPL 5,,,1
833,2012-11-30,Insomnia,Insomnia47 2012 Winter,,,,1
834,2012-12-01,ESL,ESL GoPL4LoL 2012 December,,,,1
835,2012-12-02,Cdiscount Cup,Cdiscount Cup 5 Re,,,,1
836,2012-12-03,,Taoyuan District e-Sports Season,,,,1
837,2012-12-03,,Taoyuan District e-Sports Season 1,,,,1
838,2012-12-03,G-League,G-League 2012 Season 2,,,,1
839,2012-12-03,Major League Gaming,Season 3 North American MLG Online Qualifiers,,,,1
840,2012-12-04,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 3,,,,1
841,2012-12-05,ESL Pro Series,NESL Pro Series Season 5,,,,1
842,2012-12-07,SoloMid Series,SoloMid Series Week 6,,,,1
843,2012-12-08,Thor,THOR Open 2012,,,,1
844,2012-12-08,Thor,THOR Open 2012 Qualifiers,,,,1
845,2012-12-10,Europe League Championship Series,EU LCS 2013 Spring ESL Qualifier,,,,1
846,2012-12-10,StarsWar,Stars Arena,,,,1
847,2012-12-11,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 4,,,,1
848,2012-12-11,ROCCAT King Of The Hill,ROCCAT King of the Hill 6,,,,1
849,2012-12-12,IGN Pro League,Season 3 NA IPL Online Qualifiers,,,,1
850,2012-12-13,SoloMid Series,SoloMid Series Finals,,,,1
851,2012-12-14,Intel Extreme Masters,IEM Season 7 Cologne,IEM Season 7 Cologne,,,1
852,2012-12-14,Northcon,NorthCon eSport Arena 2012,,,,1
853,2012-12-15,,LOL Promotion Cup 4,,,,1
854,2012-12-18,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 5,,,,1
855,2012-12-21,,Eclypsia Christmas Cup,,,,1
856,2012-12-26,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 6,,,,1
857,2012-12-27,4Players.de,4Players.de All or Nothing 9,,,,1
858,2013-01-01,ESL,ESL GoPL4LoL 2013 January,,,,1
859,2013-01-02,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 7,,,,1
860,2013-01-04,,Garena Premier League 2013,,,,1
861,2013-01-04,Europe League Championship Series,EU LCS 2013 Spring Ranked 5s Qualifiers,,,,1
862,2013-01-04,Garena Premier League,GPL 2013 Spring,,,,1
863,2013-01-04,Riot Games,S3 NA Online Qualifier,,,,1
864,2013-01-05,SoloMid Series,SoloMid NA Invitational 12,,,,1
865,2013-01-09,Ozone Evolution Cup,Ozone Evolution Cup Season 1 Week 8,,,,1
866,2013-01-10,StarsWar,GIGABYTE StarsWar League Season 2,,,,1
867,2013-01-11,North America League Championship Series,NA LCS 2013 Spring Qualifiers,NA LCS 2013 Spring Qualifiers,Spring,,1
868,2013-01-12,ESL Baltics,ESL Baltics Season 1 Playoffs,,,,1
869,2013-01-16,Rising Stars Invitational,Rising Stars Invitational 1,,,,1
