,Team,Player,OverviewPage,PageAndTeam,N PlayerInTeam,TeamOrder,Role,IsDistribution
2678,Gen.G,Fly (Song Yong-jun),LCK/2018 Season/Regional Finals,LCK/2018 Season/Regional Finals_Gen.G,4,1,Mid,1
2679,Gen.G,Fly (Song Yong-jun),LCK/2018 Season/Summer Playoffs,LCK/2018 Season/Summer Playoffs_Gen.G,3,1,Mid,1
2680,Gen.G,Fly (Song Yong-jun),LCK/2018 Season/Summer Season,LCK/2018 Season/Summer Season_Gen.G,5,1,Mid,1
2681,Gen.G,Fly (Song Yong-jun),LCK/2019 Season/Spring Season,LCK/2019 Season/Spring Season_Gen.G,4,1,Mid,1
2682,Gen.G,Fly (Song Yong-jun),LCK/2019 Season/Summer Season,LCK/2019 Season/Summer Season_Gen.G,6,1,Mid,1
2683,Gen.G,Ggoong,LCK/2021 Season/Spring Playoffs,LCK/2021 Season/Spring Playoffs_Gen.G,7,1,Coach,1
2684,Gen.G,Ggoong,LCK/2021 Season/Spring Season,LCK/2021 Season/Spring Season_Gen.G,9,1,Coach,1
2685,Gen.G,Ggoong,LCK/2021 Season/Summer Playoffs,LCK/2021 Season/Summer Playoffs_Gen.G,7,1,Coach,1
2686,Gen.G,Ggoong,LCK/2021 Season/Summer Season,LCK/2021 Season/Summer Season_Gen.G,9,1,Coach,1
2687,Gen.G,Haru,LCK/2018 Season/Regional Finals,LCK/2018 Season/Regional Finals_Gen.G,3,1,Jungle,1
2688,Gen.G,Haru,LCK/2018 Season/Summer Season,LCK/2018 Season/Summer Season_Gen.G,4,1,Jungle,1
2689,Gen.G,Karis,LCK/2021 Season/Spring Season,LCK/2021 Season/Spring Season_Gen.G,5,1,Mid,1
2690,Gen.G,Kellin,LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Gen.G,5,1,Support,1
2691,Gen.G,Kellin,LCK/2020 Season/Summer Season,LCK/2020 Season/Summer Season_Gen.G,6,1,Support,1
