,Team,Player,OverviewPage,PageAndTeam,N PlayerInTeam,TeamOrder,Role,IsDistribution
0,04스크림하게TR계정주세요04,llxllxlxlxlxxll,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_04스크림하게TR계정주세요04,4,1,Bot,1
1,04스크림하게TR계정주세요04,Sairi,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_04스크림하게TR계정주세요04,2,1,Jungle,1
2,04스크림하게TR계정주세요04,오희찬,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_04스크림하게TR계정주세요04,3,1,Mid,1
3,04스크림하게TR계정주세요04,죽림초,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_04스크림하게TR계정주세요04,1,1,Top,1
4,04스크림하게TR계정주세요04,희성에몽제자,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_04스크림하게TR계정주세요04,5,1,Support,1
5,15ggplz,1day5egg,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_15ggplz,1,1,Top,1
6,15ggplz,bard boy,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_15ggplz,5,1,Support,1
7,15ggplz,bard boy,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_15ggplz,5,1,Support,1
8,15ggplz,Epoch1,LCK Academy Series/2020 Season/August,LCK Academy Series/2020 Season/August_15ggplz,2,1,Jungle,1
9,15ggplz,Karima,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_15ggplz,3,1,Mid,1
10,15ggplz,Pungyeon,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_15ggplz,3,1,Mid,1
11,15ggplz,Secondtheshy,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_15ggplz,1,1,Top,1
12,15ggplz,sup17,LCK Academy Series/2020 Season/August,LCK Academy Series/2020 Season/August_15ggplz,3,1,Mid,1
13,15ggplz,Taehyoung,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_15ggplz,2,1,Jungle,1
14,15ggplz,Unisia,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_15ggplz,2,1,Jungle,1
15,15ggplz,꼬마들의 잔치,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_15ggplz,4,1,Bot,1
16,15ggplz,너무조아해,LCK Academy Series/2020 Season/August,LCK Academy Series/2020 Season/August_15ggplz,5,1,Support,1
17,15ggplz,너하궁,LCK Academy Series/2020 Season/August,LCK Academy Series/2020 Season/August_15ggplz,4,1,Bot,1
18,15ggplz,벼랑위의 다람쥐,LCK Academy Series/2020 Season/August,LCK Academy Series/2020 Season/August_15ggplz,1,1,Top,1
19,15ggplz,보고 배워 제발,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_15ggplz,4,1,Bot,1
20,1top,Ad1top,LCK Academy Series/2021 Season/September,LCK Academy Series/2021 Season/September_1top,4,1,Bot,1
21,1top,Kr 06,LCK Academy Series/2021 Season/September,LCK Academy Series/2021 Season/September_1top,2,1,Jungle,1
22,1top,Xive,LCK Academy Series/2021 Season/September,LCK Academy Series/2021 Season/September_1top,5,1,Support,1
23,1top,건들지마 물어,LCK Academy Series/2021 Season/September,LCK Academy Series/2021 Season/September_1top,3,1,Mid,1
24,1top,연인들,LCK Academy Series/2021 Season/September,LCK Academy Series/2021 Season/September_1top,1,1,Top,1
25,2021 AF Academy,Esther,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_2021 AF Academy,4,1,Bot,1
26,2021 AF Academy,Fear (Kim Seung-hyeon),LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_2021 AF Academy,3,1,Mid,1
27,2021 AF Academy,Poibos,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_2021 AF Academy,5,1,Support,1
28,2021 AF Academy,강하다 별,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_2021 AF Academy,1,1,Top,1
29,2021 AF Academy,효명고등학교,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_2021 AF Academy,2,1,Jungle,1
30,22:26,누가 최고야,LCK Academy Series/2023 Season/March,LCK Academy Series/2023 Season/March_22:26,4,1,Bot,1
31,22:26,멈머 몽몽,LCK Academy Series/2023 Season/March,LCK Academy Series/2023 Season/March_22:26,3,1,Mid,1
32,22:26,북 쫑,LCK Academy Series/2023 Season/March,LCK Academy Series/2023 Season/March_22:26,2,1,Jungle,1
33,22:26,숟가락교육담당,LCK Academy Series/2023 Season/March,LCK Academy Series/2023 Season/March_22:26,5,1,Support,1
34,22:26,아가네네통,LCK Academy Series/2023 Season/March,LCK Academy Series/2023 Season/March_22:26,1,1,Top,1
35,4강가고싶어요,2O04 10 30,LCK Academy Series/2021 Season/August,LCK Academy Series/2021 Season/August_4강가고싶어요,1,1,Top,1
36,4강가고싶어요,Anachronistic,LCK Academy Series/2021 Season/August,LCK Academy Series/2021 Season/August_4강가고싶어요,5,1,Support,1
37,4강가고싶어요,나는알면서당해줘,LCK Academy Series/2021 Season/August,LCK Academy Series/2021 Season/August_4강가고싶어요,3,1,Mid,1
38,4강가고싶어요,내꿈은야소장인,LCK Academy Series/2021 Season/August,LCK Academy Series/2021 Season/August_4강가고싶어요,4,1,Bot,1
39,4강가고싶어요,잘해질꺼야난,LCK Academy Series/2021 Season/August,LCK Academy Series/2021 Season/August_4강가고싶어요,2,1,Jungle,1
40,5CTT,zai run,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_5CTT,2,1,Jungle,1
41,5CTT,겸서김,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_5CTT,3,1,Mid,1
42,5CTT,움마티비,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_5CTT,5,1,Support,1
43,5CTT,자크난입,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_5CTT,1,1,Top,1
44,5CTT,하이즈,LCK Academy Series/2023 Season/June,LCK Academy Series/2023 Season/June_5CTT,4,1,Bot,1
45,5추10알,Pygmali0n,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_5추10알,4,1,Bot,1
46,5추10알,Scylla,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_5추10알,2,1,Jungle,1
47,5추10알,Warhend,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_5추10알,5,1,Support,1
48,5추10알,Whitehorse,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_5추10알,3,1,Mid,1
49,5추10알,우리정글탑갱x,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_5추10알,1,1,Top,1
50,AAO (Korean Team),Clever,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_AAO (Korean Team),4,1,Bot,1
51,AAO (Korean Team),Kun (Kwon Oh-seong),LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_AAO (Korean Team),2,1,Jungle,1
52,AAO (Korean Team),Nia,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_AAO (Korean Team),5,1,Support,1
53,AAO (Korean Team),Ssady,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_AAO (Korean Team),1,1,Top,1
54,AAO (Korean Team),찐반인가,LCK Academy Series/2022 Season/March,LCK Academy Series/2022 Season/March_AAO (Korean Team),3,1,Mid,1
55,Ace (Korean Team),DANKING,LCK Academy Series/2020 Season/September,LCK Academy Series/2020 Season/September_Ace (Korean Team),4,1,Bot,1
56,Ace (Korean Team),JamDDing2,LCK Academy Series/2020 Season/September,LCK Academy Series/2020 Season/September_Ace (Korean Team),5,1,Support,1
57,Ace (Korean Team),Noticed,LCK Academy Series/2020 Season/September,LCK Academy Series/2020 Season/September_Ace (Korean Team),3,1,Mid,1
58,Ace (Korean Team),Road (Lee Seung-soo),LCK Academy Series/2020 Season/September,LCK Academy Series/2020 Season/September_Ace (Korean Team),1,1,Top,1
59,Ace (Korean Team),Swamp,LCK Academy Series/2020 Season/September,LCK Academy Series/2020 Season/September_Ace (Korean Team),2,1,Jungle,1
60,ACL Academy COSI,Acasia (Han Jae-hyeon),LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy COSI,4,1,Bot,1
61,ACL Academy COSI,inexistente,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy COSI,1,1,Top,1
62,ACL Academy COSI,pioneer,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy COSI,5,1,Support,1
63,ACL Academy COSI,왕물쥐,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy COSI,2,1,Jungle,1
64,ACL Academy COSI,요다 유우키,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy COSI,3,1,Mid,1
65,ACL Academy HLN,03년생 탑솔러,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy HLN,1,1,Top,1
66,ACL Academy HLN,Lv 99 마피아보스,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy HLN,5,1,Support,1
67,ACL Academy HLN,SHINE (Lee Hyung-bae),LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy HLN,4,1,Bot,1
68,ACL Academy HLN,가발 쓴 대머리,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy HLN,3,1,Mid,1
69,ACL Academy HLN,사람이름이심민중,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy HLN,2,1,Jungle,1
70,ACL Academy IA,NaPoLeoNe,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy IA,4,1,Bot,1
71,ACL Academy IA,no 오픈 no 서렌,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy IA,3,1,Mid,1
72,ACL Academy IA,SunstearCiel,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy IA,5,1,Support,1
73,ACL Academy IA,읏차나죽는거여썽,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy IA,1,1,Top,1
74,ACL Academy IA,찌교수님,LCK Academy Series/2020 Season/October,LCK Academy Series/2020 Season/October_ACL Academy IA,2,1,Jungle,1
75,ACL COSI,Foam,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL COSI,5,1,Support,1
76,ACL COSI,GoRex,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL COSI,4,1,Bot,1
77,ACL COSI,inexistente,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL COSI,1,1,Top,1
78,ACL COSI,Quantourl,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL COSI,6,1,Coach,1
79,ACL COSI,왕승현,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL COSI,2,1,Jungle,1
80,ACL COSI,요다 유우키,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL COSI,3,1,Mid,1
81,ACL Hyper,Burst (Kim Tae-hyeon),LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL Hyper,5,1,Support,1
82,ACL Hyper,Clown (Jeong Jae-jin),LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL Hyper,2,1,Jungle,1
83,ACL Hyper,rAweas,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL Hyper,3,1,Mid,1
84,ACL Hyper,Saroka,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL Hyper,4,1,Bot,1
85,ACL Hyper,꽃피는 용기,LCK Academy Series/2021 Season/February,LCK Academy Series/2021 Season/February_ACL Hyper,1,1,Top,1
86,ACL IA,DongMakezzzz,LCK Academy Series/2021 Season/March,LCK Academy Series/2021 Season/March_ACL IA,3,1,Mid,1
87,ACL IA,Foam,LCK Academy Series/2021 Season/March,LCK Academy Series/2021 Season/March_ACL IA,5,1,Support,1
88,ACL IA,SHINE (Lee Hyung-bae),LCK Academy Series/2021 Season/March,LCK Academy Series/2021 Season/March_ACL IA,4,1,Bot,1
89,ACL IA,와르르와르르맨션,LCK Academy Series/2021 Season/March,LCK Academy Series/2021 Season/March_ACL IA,1,1,Top,1
90,ACL IA,찌교수님,LCK Academy Series/2021 Season/March,LCK Academy Series/2021 Season/March_ACL IA,2,1,Jungle,1
91,ACL Online,star (Sim Su-hyeon),LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Online,1,1,Top,1
92,ACL Online,도망가자 저멀리,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Online,2,1,Jungle,1
93,ACL Online,막타잘치는도구,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Online,5,1,Support,1
94,ACL Online,바보상단 도원,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Online,3,1,Mid,1
95,ACL Online,숟가락입니다만z,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Online,4,1,Bot,1
96,ACL Rookie,Gyosoo,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Rookie,3,1,Mid,1
97,ACL Rookie,JePaeGak,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Rookie,5,1,Support,1
98,ACL Rookie,지의롭게,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Rookie,2,1,Jungle,1
99,ACL Rookie,핑구뿌꾸,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Rookie,4,1,Bot,1
100,ACL Rookie,현무우,LCK Academy Series/2021 Season/April,LCK Academy Series/2021 Season/April_ACL Rookie,1,1,Top,1
101,Aestas,d0yi,LCK Academy Series/2022 Season/August,LCK Academy Series/2022 Season/August_Aestas,2,1,Jungle,1
102,Aestas,DWG NT,LCK Academy Series/2022 Season/August,LCK Academy Series/2022 Season/August_Aestas,3,1,Mid,1
103,Aestas,qoop0,LCK Academy Series/2022 Season/August,LCK Academy Series/2022 Season/August_Aestas,1,1,Top,1
104,Aestas,yerinbaekfans,LCK Academy Series/2022 Season/August,LCK Academy Series/2022 Season/August_Aestas,4,1,Bot,1
105,Aestas,반익왕다리우스,LCK Academy Series/2022 Season/August,LCK Academy Series/2022 Season/August_Aestas,5,1,Support,1
106,Afreeca Freecs,ActScene,LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,11,1,Coach,1
107,Afreeca Freecs,Aiming,LCK/2018 Season/Spring Season,LCK/2018 Season/Spring Season_Afreeca Freecs,6,1,Bot,1
108,Afreeca Freecs,Aiming,LCK/2018 Season/Summer Season,LCK/2018 Season/Summer Season_Afreeca Freecs,5,1,Bot,1
109,Afreeca Freecs,Aiming,LCK/2019 Season/Regional Finals,LCK/2019 Season/Regional Finals_Afreeca Freecs,4,1,Bot,1
110,Afreeca Freecs,Aiming,LCK/2019 Season/Spring Season,LCK/2019 Season/Spring Season_Afreeca Freecs,8,1,Bot,1
111,Afreeca Freecs,Aiming,LCK/2019 Season/Summer Playoffs,LCK/2019 Season/Summer Playoffs_Afreeca Freecs,4,1,Bot,1
112,Afreeca Freecs,Aiming,LCK/2019 Season/Summer Season,LCK/2019 Season/Summer Season_Afreeca Freecs,4,1,Bot,1
113,Afreeca Freecs,Aiming,Rift Rivals 2018/LCK-LPL-LMS,Rift Rivals 2018/LCK-LPL-LMS_Afreeca Freecs,4,1,Bot,1
114,Afreeca Freecs,ALL IN,LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,5,1,Mid,1
115,Afreeca Freecs,AnimalDAX,LCK/2016 Season/Regional Finals,LCK/2016 Season/Regional Finals_Afreeca Freecs,9,1,Coach,1
116,Afreeca Freecs,AnimalDAX,LCK/2016 Season/Spring Playoffs,LCK/2016 Season/Spring Playoffs_Afreeca Freecs,7,1,Coach,1
117,Afreeca Freecs,AnimalDAX,LCK/2016 Season/Spring Season,LCK/2016 Season/Spring Season_Afreeca Freecs,7,1,Coach,1
118,Afreeca Freecs,AnimalDAX,LCK/2016 Season/Summer Playoffs,LCK/2016 Season/Summer Playoffs_Afreeca Freecs,7,1,Coach,1
119,Afreeca Freecs,AnimalDAX,LCK/2016 Season/Summer Season,LCK/2016 Season/Summer Season_Afreeca Freecs,9,1,Coach,1
120,Afreeca Freecs,Bang,LCK/2021 Season/Spring Season,LCK/2021 Season/Spring Season_Afreeca Freecs,4,1,Bot,1
121,Afreeca Freecs,Ben,LCK/2020 Season/Regional Finals,LCK/2020 Season/Regional Finals_Afreeca Freecs,6,1,Support,1
122,Afreeca Freecs,Ben,LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,9,1,Support,1
123,Afreeca Freecs,Ben,LCK/2020 Season/Summer Playoffs,LCK/2020 Season/Summer Playoffs_Afreeca Freecs,6,1,Support,1
124,Afreeca Freecs,Ben,LCK/2020 Season/Summer Season,LCK/2020 Season/Summer Season_Afreeca Freecs,6,1,Support,1
125,Afreeca Freecs,Brook,LCK/2019 Season/Spring Season,LCK/2019 Season/Spring Season_Afreeca Freecs,6,1,Mid,1
126,Afreeca Freecs,Cain,LCK/2021 Season/Summer Playoffs,LCK/2021 Season/Summer Playoffs_Afreeca Freecs,6,1,Coach,1
127,Afreeca Freecs,Cain,LCK/2021 Season/Summer Season,LCK/2021 Season/Summer Season_Afreeca Freecs,6,1,Coach,1
128,Afreeca Freecs,Ccomet,LCK/2018 Season/Spring Playoffs,LCK/2018 Season/Spring Playoffs_Afreeca Freecs,8,1,Coach,1
129,Afreeca Freecs,Ccomet,LCK/2018 Season/Spring Season,LCK/2018 Season/Spring Season_Afreeca Freecs,8,1,Coach,1
130,Afreeca Freecs,Ccomet,LCK/2018 Season/Summer Playoffs,LCK/2018 Season/Summer Playoffs_Afreeca Freecs,6,1,Coach,1
131,Afreeca Freecs,Ccomet,LCK/2018 Season/Summer Season,LCK/2018 Season/Summer Season_Afreeca Freecs,8,1,Coach,1
132,Afreeca Freecs,Ccomet,Rift Rivals 2018/LCK-LPL-LMS,Rift Rivals 2018/LCK-LPL-LMS_Afreeca Freecs,7,1,Coach,1
133,Afreeca Freecs,Cho Gye-hyeon,LCK/2017 Season/Regional Finals,LCK/2017 Season/Regional Finals_Afreeca Freecs,8,1,Coach,1
134,Afreeca Freecs,Cho Gye-hyeon,LCK/2017 Season/Spring Playoffs,LCK/2017 Season/Spring Playoffs_Afreeca Freecs,7,1,Coach,1
135,Afreeca Freecs,Cho Gye-hyeon,LCK/2017 Season/Spring Season,LCK/2017 Season/Spring Season_Afreeca Freecs,8,1,Coach,1
136,Afreeca Freecs,Cho Gye-hyeon,LCK/2017 Season/Summer Playoffs,LCK/2017 Season/Summer Playoffs_Afreeca Freecs,7,1,Coach,1
137,Afreeca Freecs,Cho Gye-hyeon,LCK/2017 Season/Summer Season,LCK/2017 Season/Summer Season_Afreeca Freecs,8,1,Coach,1
138,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2019 Season/Regional Finals,LCK/2019 Season/Regional Finals_Afreeca Freecs,2,1,Jungle,1
139,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2019 Season/Spring Season,LCK/2019 Season/Spring Season_Afreeca Freecs,2,1,"Jungle,Bot",1
140,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2019 Season/Summer Playoffs,LCK/2019 Season/Summer Playoffs_Afreeca Freecs,2,1,Jungle,1
141,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2019 Season/Summer Season,LCK/2019 Season/Summer Season_Afreeca Freecs,2,1,Jungle,1
142,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2020 Season/Regional Finals,LCK/2020 Season/Regional Finals_Afreeca Freecs,3,1,Jungle,1
143,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,3,1,Jungle,1
144,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2020 Season/Summer Playoffs,LCK/2020 Season/Summer Playoffs_Afreeca Freecs,2,1,Jungle,1
145,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2020 Season/Summer Season,LCK/2020 Season/Summer Season_Afreeca Freecs,3,1,Jungle,1
146,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2021 Season/Spring Season,LCK/2021 Season/Spring Season_Afreeca Freecs,2,1,Jungle,1
147,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2021 Season/Summer Playoffs,LCK/2021 Season/Summer Playoffs_Afreeca Freecs,2,1,Jungle,1
148,Afreeca Freecs,Dread (Lee Jin-hyeok),LCK/2021 Season/Summer Season,LCK/2021 Season/Summer Season_Afreeca Freecs,2,1,Jungle,1
149,Afreeca Freecs,Fly (Song Yong-jun),LCK/2020 Season/Regional Finals,LCK/2020 Season/Regional Finals_Afreeca Freecs,4,1,"Mid,Top",1
150,Afreeca Freecs,Fly (Song Yong-jun),LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,4,1,Mid,1
151,Afreeca Freecs,Fly (Song Yong-jun),LCK/2020 Season/Summer Playoffs,LCK/2020 Season/Summer Playoffs_Afreeca Freecs,4,1,Mid,1
152,Afreeca Freecs,Fly (Song Yong-jun),LCK/2020 Season/Summer Season,LCK/2020 Season/Summer Season_Afreeca Freecs,4,1,Mid,1
153,Afreeca Freecs,Fly (Song Yong-jun),LCK/2021 Season/Spring Season,LCK/2021 Season/Spring Season_Afreeca Freecs,3,1,Mid,1
154,Afreeca Freecs,Fly (Song Yong-jun),LCK/2021 Season/Summer Playoffs,LCK/2021 Season/Summer Playoffs_Afreeca Freecs,3,1,Mid,1
155,Afreeca Freecs,Fly (Song Yong-jun),LCK/2021 Season/Summer Season,LCK/2021 Season/Summer Season_Afreeca Freecs,3,1,Mid,1
156,Afreeca Freecs,ikssu,LCK/2016 Season/Regional Finals,LCK/2016 Season/Regional Finals_Afreeca Freecs,2,1,Top,1
157,Afreeca Freecs,ikssu,LCK/2016 Season/Spring Playoffs,LCK/2016 Season/Spring Playoffs_Afreeca Freecs,1,1,Top,1
158,Afreeca Freecs,ikssu,LCK/2016 Season/Spring Season,LCK/2016 Season/Spring Season_Afreeca Freecs,1,1,Top,1
159,Afreeca Freecs,ikssu,LCK/2016 Season/Summer Playoffs,LCK/2016 Season/Summer Playoffs_Afreeca Freecs,1,1,Top,1
160,Afreeca Freecs,ikssu,LCK/2016 Season/Summer Season,LCK/2016 Season/Summer Season_Afreeca Freecs,1,1,Top,1
161,Afreeca Freecs,iloveoov,LCK/2017 Season/Regional Finals,LCK/2017 Season/Regional Finals_Afreeca Freecs,7,1,Coach,1
162,Afreeca Freecs,iloveoov,LCK/2017 Season/Spring Playoffs,LCK/2017 Season/Spring Playoffs_Afreeca Freecs,6,1,Coach,1
163,Afreeca Freecs,iloveoov,LCK/2017 Season/Spring Season,LCK/2017 Season/Spring Season_Afreeca Freecs,7,1,Coach,1
164,Afreeca Freecs,iloveoov,LCK/2017 Season/Summer Playoffs,LCK/2017 Season/Summer Playoffs_Afreeca Freecs,6,1,Coach,1
165,Afreeca Freecs,iloveoov,LCK/2017 Season/Summer Season,LCK/2017 Season/Summer Season_Afreeca Freecs,7,1,Coach,1
166,Afreeca Freecs,iloveoov,LCK/2018 Season/Spring Playoffs,LCK/2018 Season/Spring Playoffs_Afreeca Freecs,7,1,Coach,1
167,Afreeca Freecs,Jelly (Son Ho-gyeong),LCK/2019 Season/Spring Season,LCK/2019 Season/Spring Season_Afreeca Freecs,9,1,Support,1
168,Afreeca Freecs,Jelly (Son Ho-gyeong),LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,8,1,Support,1
169,Afreeca Freecs,Jelly (Son Ho-gyeong),LCK/2020 Season/Summer Season,LCK/2020 Season/Summer Season_Afreeca Freecs,7,1,Support,1
170,Afreeca Freecs,Kiin,LCK/2018 Season/Spring Playoffs,LCK/2018 Season/Spring Playoffs_Afreeca Freecs,1,1,Top,1
171,Afreeca Freecs,Kiin,LCK/2018 Season/Spring Season,LCK/2018 Season/Spring Season_Afreeca Freecs,1,1,Top,1
172,Afreeca Freecs,Kiin,LCK/2018 Season/Summer Playoffs,LCK/2018 Season/Summer Playoffs_Afreeca Freecs,1,1,Top,1
173,Afreeca Freecs,Kiin,LCK/2018 Season/Summer Season,LCK/2018 Season/Summer Season_Afreeca Freecs,1,1,Top,1
174,Afreeca Freecs,Kiin,LCK/2019 Season/Regional Finals,LCK/2019 Season/Regional Finals_Afreeca Freecs,1,1,Top,1
175,Afreeca Freecs,Kiin,LCK/2019 Season/Spring Season,LCK/2019 Season/Spring Season_Afreeca Freecs,1,1,Top,1
176,Afreeca Freecs,Kiin,LCK/2019 Season/Summer Playoffs,LCK/2019 Season/Summer Playoffs_Afreeca Freecs,1,1,Top,1
177,Afreeca Freecs,Kiin,LCK/2019 Season/Summer Season,LCK/2019 Season/Summer Season_Afreeca Freecs,1,1,Top,1
178,Afreeca Freecs,Kiin,LCK/2020 Season/Regional Finals,LCK/2020 Season/Regional Finals_Afreeca Freecs,1,1,"Top,Mid",1
179,Afreeca Freecs,Kiin,LCK/2020 Season/Spring Season,LCK/2020 Season/Spring Season_Afreeca Freecs,1,1,Top,1
180,Afreeca Freecs,Kiin,LCK/2020 Season/Summer Playoffs,LCK/2020 Season/Summer Playoffs_Afreeca Freecs,1,1,Top,1
181,Afreeca Freecs,Kiin,LCK/2020 Season/Summer Season,LCK/2020 Season/Summer Season_Afreeca Freecs,1,1,Top,1
182,Afreeca Freecs,Kiin,LCK/2021 Season/Spring Season,LCK/2021 Season/Spring Season_Afreeca Freecs,1,1,Top,1
183,Afreeca Freecs,Kiin,LCK/2021 Season/Summer Playoffs,LCK/2021 Season/Summer Playoffs_Afreeca Freecs,1,1,Top,1
184,Afreeca Freecs,Kiin,LCK/2021 Season/Summer Season,LCK/2021 Season/Summer Season_Afreeca Freecs,1,1,Top,1
185,Afreeca Freecs,Kiin,Rift Rivals 2018/LCK-LPL-LMS,Rift Rivals 2018/LCK-LPL-LMS_Afreeca Freecs,1,1,Top,1
186,Afreeca Freecs,Kramer,LCK/2017 Season/Regional Finals,LCK/2017 Season/Regional Finals_Afreeca Freecs,5,1,Bot,1
187,Afreeca Freecs,Kramer,LCK/2017 Season/Spring Playoffs,LCK/2017 Season/Spring Playoffs_Afreeca Freecs,4,1,Bot,1
188,Afreeca Freecs,Kramer,LCK/2017 Season/Spring Season,LCK/2017 Season/Spring Season_Afreeca Freecs,5,1,Bot,1
189,Afreeca Freecs,Kramer,LCK/2017 Season/Summer Playoffs,LCK/2017 Season/Summer Playoffs_Afreeca Freecs,4,1,Bot,1
190,Afreeca Freecs,Kramer,LCK/2017 Season/Summer Season,LCK/2017 Season/Summer Season_Afreeca Freecs,5,1,Bot,1
191,Afreeca Freecs,Kramer,LCK/2018 Season/Spring Playoffs,LCK/2018 Season/Spring Playoffs_Afreeca Freecs,5,1,Bot,1
192,Afreeca Freecs,Kramer,LCK/2018 Season/Spring Season,LCK/2018 Season/Spring Season_Afreeca Freecs,5,1,Bot,1
193,Afreeca Freecs,Kramer,LCK/2018 Season/Summer Playoffs,LCK/2018 Season/Summer Playoffs_Afreeca Freecs,4,1,Bot,1
194,Afreeca Freecs,Kramer,LCK/2018 Season/Summer Season,LCK/2018 Season/Summer Season_Afreeca Freecs,6,1,Bot,1
