,Name,Kills,Deaths,Assists,Team
1159,Deft,3,5,7,Hanwha Life Esports
1160,Deft,3,5,8,EDward Gaming
1161,Deft,3,5,11,EDward Gaming
1162,Deft,3,5,11,KT Rolster
1163,Deft,3,5,14,Hanwha Life Esports
1164,Deft,3,6,2,DRX
1165,Deft,3,6,4,KT Rolster
1166,Deft,3,6,13,Samsung Blue
1167,Deft,3,7,3,Hanwha Life Esports
1168,Deft,3,7,3,KT Rolster
1169,Deft,3,11,11,KT Rolster
1170,Deft,4,0,2,DragonX
1171,Deft,4,0,3,Dplus KIA
1172,Deft,4,0,3,DragonX
1173,Deft,4,0,3,KT Rolster
1174,Deft,4,0,4,Dplus KIA
1175,Deft,4,0,4,KT Rolster
1176,Deft,4,0,4,KT Rolster
1177,Deft,4,0,5,Dplus KIA
1178,Deft,4,0,5,Hanwha Life Esports
1179,Deft,4,0,5,Hanwha Life Esports
1180,Deft,4,0,5,KT Rolster
1181,Deft,4,0,5,KT Rolster
1182,Deft,4,0,5,Samsung Blue
1183,Deft,4,0,6,Dplus KIA
1184,Deft,4,0,6,Hanwha Life Esports
1185,Deft,4,0,6,Kingzone DragonX
1186,Deft,4,0,6,KT Rolster
1187,Deft,4,0,6,KT Rolster
1188,Deft,4,0,7,Dplus KIA
1189,Deft,4,0,7,Dplus KIA
1190,Deft,4,0,7,DragonX
1191,Deft,4,0,7,KT Rolster
1192,Deft,4,0,8,Kingzone DragonX
1193,Deft,4,0,8,KT Rolster
1194,Deft,4,0,9,Hanwha Life Esports
1195,Deft,4,0,9,Kingzone DragonX
1196,Deft,4,0,9,KT Rolster
1197,Deft,4,0,9,KT Rolster
1198,Deft,4,0,10,DragonX
1199,Deft,4,0,12,EDward Gaming
1200,Deft,4,0,13,KT Rolster
1201,Deft,4,0,16,EDward Gaming
1202,Deft,4,0,22,Samsung Blue
1203,Deft,4,1,2,Dplus KIA
1204,Deft,4,1,2,KT Rolster
1205,Deft,4,1,3,KT Rolster
1206,Deft,4,1,4,DRX
1207,Deft,4,1,4,EDward Gaming
1208,Deft,4,1,4,EDward Gaming
1209,Deft,4,1,4,Kingzone DragonX
1210,Deft,4,1,4,KT Rolster
1211,Deft,4,1,4,KT Rolster
1212,Deft,4,1,4,KT Rolster
1213,Deft,4,1,5,DragonX
1214,Deft,4,1,5,DRX
1215,Deft,4,1,5,Kingzone DragonX
1216,Deft,4,1,6,DragonX
1217,Deft,4,1,6,DRX
1218,Deft,4,1,6,EDward Gaming
1219,Deft,4,1,6,Hanwha Life Esports
1220,Deft,4,1,6,Hanwha Life Esports
1221,Deft,4,1,6,Hanwha Life Esports
1222,Deft,4,1,6,Kingzone DragonX
1223,Deft,4,1,6,KT Rolster
1224,Deft,4,1,6,Samsung Blue
1225,Deft,4,1,7,EDward Gaming
1226,Deft,4,1,7,KT Rolster
1227,Deft,4,1,8,Dplus KIA
1228,Deft,4,1,8,DRX
1229,Deft,4,1,8,KT Rolster
1230,Deft,4,1,9,DRX
1231,Deft,4,1,9,KT Rolster
1232,Deft,4,1,9,KT Rolster
1233,Deft,4,1,10,KT Rolster
1234,deft,4,1,11,EDward Gaming
1235,Deft,4,2,1,DRX
1236,Deft,4,2,2,KT Rolster
1237,Deft,4,2,2,KT Rolster
1238,Deft,4,2,3,DRX
1239,Deft,4,2,4,Dplus KIA
1240,Deft,4,2,4,Dplus KIA
1241,Deft,4,2,4,Kingzone DragonX
1242,Deft,4,2,5,DRX
1243,Deft,4,2,5,DRX
1244,Deft,4,2,5,EDward Gaming
1245,Deft,4,2,6,Dplus KIA
1246,Deft,4,2,6,Hanwha Life Esports
1247,Deft,4,2,6,Kingzone DragonX
1248,Deft,4,2,7,DRX
1249,Deft,4,2,7,DRX
1250,Deft,4,2,7,EDward Gaming
1251,Deft,4,2,7,EDward Gaming
1252,Deft,4,2,7,EDward Gaming
1253,Deft,4,2,7,KT Rolster
1254,Deft,4,2,8,EDward Gaming
1255,Deft,4,2,8,KT Rolster
1256,Deft,4,2,9,DRX
1257,Deft,4,2,9,EDward Gaming
1258,Deft,4,2,10,Kingzone DragonX
1259,Deft,4,2,10,KT Rolster
1260,Deft,4,2,13,EDward Gaming
1261,Deft,4,2,13,Samsung Blue
1262,Deft,4,2,17,EDward Gaming
1263,Deft,4,3,1,DragonX
1264,Deft,4,3,1,DRX
1265,Deft,4,3,1,KT Rolster
1266,Deft,4,3,2,DRX
1267,Deft,4,3,2,Hanwha Life Esports
1268,Deft,4,3,2,Hanwha Life Esports
1269,Deft,4,3,2,Kingzone DragonX
1270,Deft,4,3,2,Samsung Blue
1271,Deft,4,3,2,Samsung Galaxy
1272,Deft,4,3,3,Dplus KIA
1273,Deft,4,3,3,Samsung Blue
1274,Deft,4,3,4,DRX
1275,Deft,4,3,4,EDward Gaming
1276,Deft,4,3,5,DRX
1277,Deft,4,3,5,Kingzone DragonX
1278,Deft,4,3,6,Dplus KIA
1279,Deft,4,3,6,EDward Gaming
1280,Deft,4,3,6,EDward Gaming
1281,Deft,4,3,6,Hanwha Life Esports
1282,Deft,4,3,7,Hanwha Life Esports
1283,Deft,4,3,7,KT Rolster
1284,Deft,4,3,7,KT Rolster
1285,Deft,4,3,8,Dplus KIA
1286,Deft,4,3,8,Hanwha Life Esports
1287,Deft,4,3,8,Hanwha Life Esports
1288,Deft,4,3,8,Hanwha Life Esports
1289,Deft,4,3,8,KT Rolster
1290,Deft,4,3,8,KT Rolster
1291,Deft,4,3,10,Dplus KIA
1292,Deft,4,3,11,EDward Gaming
1293,Deft,4,3,12,DRX
1294,Deft,4,3,12,DRX
1295,Deft,4,3,12,KT Rolster
1296,Deft,4,3,12,KT Rolster
1297,Deft,4,4,1,DragonX
1298,Deft,4,4,2,DragonX
1299,Deft,4,4,4,Dplus KIA
1300,Deft,4,4,4,Samsung Blue
1301,Deft,4,4,5,EDward Gaming
1302,Deft,4,4,6,Samsung Blue
1303,Deft,4,4,8,Kingzone DragonX
1304,Deft,4,4,8,KT Rolster
1305,Deft,4,4,9,EDward Gaming
1306,Deft,4,5,1,DRX
1307,Deft,4,5,1,Hanwha Life Esports
1308,Deft,4,5,4,DRX
1309,Deft,4,5,4,DRX
1310,Deft,4,5,7,KT Rolster
1311,Deft,4,5,10,KT Rolster
1312,Deft,4,5,12,Samsung Blue
1313,Deft,4,6,2,EDward Gaming
1314,Deft,4,6,13,EDward Gaming
1315,Deft,4,6,15,EDward Gaming
1316,Deft,4,7,7,EDward Gaming
1317,Deft,5,0,1,DRX
1318,Deft,5,0,2,EDward Gaming
1319,Deft,5,0,3,DRX
1320,Deft,5,0,3,KT Rolster
1321,Deft,5,0,4,DRX
1322,Deft,5,0,4,DRX
1323,Deft,5,0,4,EDward Gaming
1324,Deft,5,0,4,KT Rolster
1325,Deft,5,0,5,KT Rolster
1326,Deft,5,0,5,KT Rolster
1327,Deft,5,0,6,DRX
1328,Deft,5,0,6,DRX
1329,Deft,5,0,6,Kingzone DragonX
1330,Deft,5,0,7,DragonX
1331,Deft,5,0,7,DragonX
1332,Deft,5,0,7,KT Rolster
1333,Deft,5,0,8,KT Rolster
1334,Deft,5,0,8,Samsung Blue
1335,Deft,5,0,9,Hanwha Life Esports
1336,Deft,5,0,9,KT Rolster
1337,Deft,5,0,9,MVP Blue
1338,Deft,5,0,10,DragonX
1339,Deft,5,0,10,EDward Gaming
1340,Deft,5,0,10,Hanwha Life Esports
1341,Deft,5,0,14,EDward Gaming
1342,Deft,5,1,1,KT Rolster
1343,Deft,5,1,2,DRX
1344,Deft,5,1,2,EDward Gaming
1345,Deft,5,1,3,DragonX
1346,Deft,5,1,3,EDward Gaming
1347,Deft,5,1,3,Hanwha Life Esports
1348,Deft,5,1,3,KT Rolster
1349,Deft,5,1,3,KT Rolster
1350,Deft,5,1,4,Dplus KIA
1351,Deft,5,1,4,DRX
1352,Deft,5,1,4,KT Rolster
1353,Deft,5,1,4,KT Rolster
1354,Deft,5,1,4,KT Rolster
1355,Deft,5,1,5,DRX
1356,Deft,5,1,5,DRX
1357,Deft,5,1,5,EDward Gaming
1358,Deft,5,1,5,Hanwha Life Esports
1359,Deft,5,1,5,Kingzone DragonX
1360,Deft,5,1,6,Dplus KIA
1361,Deft,5,1,6,DragonX
1362,Deft,5,1,6,DRX
1363,Deft,5,1,6,EDward Gaming
1364,Deft,5,1,6,EDward Gaming
1365,Deft,5,1,6,KT Rolster
1366,Deft,5,1,7,DragonX
1367,Deft,5,1,7,DRX
1368,Deft,5,1,7,EDward Gaming
1369,Deft,5,1,7,EDward Gaming
1370,Deft,5,1,7,KT Rolster
1371,Deft,5,1,7,KT Rolster
1372,Deft,5,1,7,MVP Blue
1373,Deft,5,1,7,MVP Blue
1374,Deft,5,1,8,EDward Gaming
1375,Deft,5,1,8,Kingzone DragonX
1376,Deft,5,1,9,Kingzone DragonX
1377,Deft,5,1,10,DRX
1378,Deft,5,1,10,Kingzone DragonX
1379,Deft,5,1,10,Kingzone DragonX
1380,Deft,5,1,11,Hanwha Life Esports
1381,Deft,5,1,11,Hanwha Life Esports
1382,Deft,5,1,12,EDward Gaming
1383,Deft,5,1,12,KT Rolster
1384,Deft,5,1,15,KT Rolster
1385,Deft,5,2,2,KT Rolster
1386,Deft,5,2,3,Dplus KIA
1387,Deft,5,2,3,EDward Gaming
1388,Deft,5,2,4,DRX
1389,Deft,5,2,4,Hanwha Life Esports
1390,Deft,5,2,5,EDward Gaming
1391,Deft,5,2,5,KT Rolster
1392,Deft,5,2,6,DragonX
1393,Deft,5,2,6,DRX
1394,Deft,5,2,6,KT Rolster
1395,Deft,5,2,6,MVP Blue
1396,Deft,5,2,7,Dplus KIA
1397,Deft,5,2,7,Samsung Blue
1398,Deft,5,2,7,Samsung Blue
1399,Deft,5,2,8,KT Rolster
1400,Deft,5,2,9,DRX
1401,Deft,5,2,9,Hanwha Life Esports
1402,Deft,5,2,9,KT Rolster
1403,Deft,5,2,9,KT Rolster
1404,Deft,5,2,9,KT Rolster
1405,Deft,5,2,9,Samsung Blue
1406,deft,5,2,10,EDward Gaming
1407,Deft,5,2,10,EDward Gaming
1408,Deft,5,2,10,Samsung Blue
1409,Deft,5,2,11,EDward Gaming
1410,Deft,5,2,11,EDward Gaming
1411,Deft,5,2,11,EDward Gaming
1412,Deft,5,2,12,EDward Gaming
1413,Deft,5,2,13,Kingzone DragonX
1414,Deft,5,2,16,Dplus KIA
1415,Deft,5,3,2,DRX
1416,Deft,5,3,2,DRX
1417,Deft,5,3,3,KT Rolster
1418,Deft,5,3,4,Kingzone DragonX
1419,Deft,5,3,4,KT Rolster
1420,Deft,5,3,5,DRX
1421,Deft,5,3,6,Dplus KIA
1422,Deft,5,3,6,KT Rolster
1423,Deft,5,3,7,Samsung Blue
1424,Deft,5,3,8,DRX
1425,Deft,5,3,9,DragonX
1426,Deft,5,3,10,DRX
1427,Deft,5,3,14,EDward Gaming
1428,Deft,5,4,1,Kingzone DragonX
1429,Deft,5,4,2,DRX
1430,Deft,5,4,3,EDward Gaming
1431,Deft,5,4,4,DragonX
1432,Deft,5,4,4,EDward Gaming
1433,Deft,5,4,7,Kingzone DragonX
1434,Deft,5,4,10,Kingzone DragonX
1435,Deft,5,4,11,EDward Gaming
1436,Deft,5,5,3,Hanwha Life Esports
1437,Deft,5,5,5,Samsung Blue
1438,Deft,5,5,6,KT Rolster
1439,Deft,5,5,8,EDward Gaming
1440,Deft,5,5,12,EDward Gaming
1441,Deft,5,5,13,EDward Gaming
1442,Deft,5,5,15,Samsung Blue
1443,Deft,5,5,16,EDward Gaming
1444,Deft,5,6,2,Hanwha Life Esports
1445,Deft,5,6,7,EDward Gaming
1446,Deft,5,6,13,EDward Gaming
1447,Deft,5,6,14,EDward Gaming
1448,Deft,6,0,2,Dplus KIA
1449,Deft,6,0,2,DRX
1450,Deft,6,0,2,Kingzone DragonX
1451,Deft,6,0,3,Dplus KIA
1452,Deft,6,0,3,DragonX
1453,Deft,6,0,3,EDward Gaming
1454,Deft,6,0,3,Kingzone DragonX
1455,Deft,6,0,3,KT Rolster
1456,Deft,6,0,3,KT Rolster
1457,Deft,6,0,4,EDward Gaming
1458,Deft,6,0,5,EDward Gaming
1459,Deft,6,0,6,DRX
1460,Deft,6,0,7,DragonX
1461,Deft,6,0,7,EDward Gaming
1462,Deft,6,0,7,EDward Gaming
1463,Deft,6,0,7,Hanwha Life Esports
1464,Deft,6,0,7,Hanwha Life Esports
1465,Deft,6,0,7,KT Rolster
1466,Deft,6,0,8,DragonX
1467,Deft,6,0,9,EDward Gaming
1468,Deft,6,0,9,EDward Gaming
1469,Deft,6,0,9,EDward Gaming
1470,Deft,6,0,10,KT Rolster
1471,Deft,6,0,12,EDward Gaming
1472,Deft,6,0,14,KT Rolster
1473,Deft,6,1,4,Samsung Blue
1474,Deft,6,1,5,Dplus KIA
1475,Deft,6,1,5,EDward Gaming
1476,Deft,6,1,5,EDward Gaming
1477,Deft,6,1,5,Hanwha Life Esports
1478,Deft,6,1,6,DRX
1479,Deft,6,1,6,EDward Gaming
1480,Deft,6,1,6,Samsung Blue
1481,Deft,6,1,7,Dplus KIA
1482,Deft,6,1,7,DragonX
1483,Deft,6,1,7,DragonX
1484,Deft,6,1,7,EDward Gaming
1485,Deft,6,1,7,Kingzone DragonX
1486,Deft,6,1,7,KT Rolster
1487,Deft,6,1,8,Dplus KIA
1488,Deft,6,1,8,DRX
1489,Deft,6,1,8,Hanwha Life Esports
1490,Deft,6,1,9,EDward Gaming
1491,Deft,6,1,9,Hanwha Life Esports
1492,Deft,6,1,9,Kingzone DragonX
1493,Deft,6,1,9,KT Rolster
1494,Deft,6,1,10,EDward Gaming
1495,Deft,6,1,11,EDward Gaming
1496,Deft,6,1,11,Hanwha Life Esports
1497,Deft,6,1,12,EDward Gaming
1498,Deft,6,2,0,DRX
1499,Deft,6,2,2,DRX
1500,Deft,6,2,3,DRX
1501,Deft,6,2,4,DRX
1502,Deft,6,2,4,Kingzone DragonX
1503,Deft,6,2,5,DRX
1504,Deft,6,2,5,Kingzone DragonX
1505,Deft,6,2,5,KT Rolster
1506,Deft,6,2,5,KT Rolster
1507,Deft,6,2,6,EDward Gaming
1508,Deft,6,2,6,EDward Gaming
1509,Deft,6,2,7,Dplus KIA
1510,deft,6,2,7,EDward Gaming
1511,Deft,6,2,7,Hanwha Life Esports
1512,Deft,6,2,8,EDward Gaming
1513,Deft,6,2,8,KT Rolster
1514,Deft,6,2,9,DRX
1515,Deft,6,2,9,EDward Gaming
1516,deft,6,2,9,EDward Gaming
1517,Deft,6,2,9,Hanwha Life Esports
1518,Deft,6,2,10,DRX
1519,Deft,6,2,11,EDward Gaming
1520,Deft,6,2,13,EDward Gaming
1521,Deft,6,2,14,EDward Gaming
1522,Deft,6,2,15,EDward Gaming
1523,Deft,6,2,16,EDward Gaming
1524,Deft,6,3,3,EDward Gaming
1525,Deft,6,3,4,DragonX
1526,Deft,6,3,6,EDward Gaming
1527,Deft,6,3,7,EDward Gaming
1528,Deft,6,3,8,EDward Gaming
1529,Deft,6,3,8,EDward Gaming
1530,Deft,6,3,9,Dplus KIA
1531,Deft,6,3,9,Dplus KIA
1532,Deft,6,3,9,EDward Gaming
1533,Deft,6,3,9,Samsung Blue
1534,Deft,6,3,10,EDward Gaming
1535,Deft,6,3,10,EDward Gaming
1536,Deft,6,3,10,Kingzone DragonX
1537,Deft,6,3,11,EDward Gaming
1538,Deft,6,3,11,Samsung Blue
1539,Deft,6,3,12,EDward Gaming
1540,Deft,6,3,12,Samsung Blue
1541,Deft,6,4,3,MVP Blue
1542,Deft,6,4,5,Kingzone DragonX
1543,Deft,6,4,8,EDward Gaming
1544,Deft,6,4,8,Samsung Blue
1545,Deft,6,4,9,DRX
1546,Deft,6,4,9,Hanwha Life Esports
1547,Deft,6,4,10,Dplus KIA
1548,Deft,6,4,10,MVP Blue
1549,Deft,6,4,11,DRX
1550,Deft,6,5,2,EDward Gaming
1551,Deft,6,5,5,EDward Gaming
1552,Deft,6,5,5,KT Rolster
1553,Deft,6,5,8,MVP Blue
1554,Deft,6,5,9,Kingzone DragonX
1555,Deft,6,5,12,EDward Gaming
1556,Deft,6,5,14,Hanwha Life Esports
1557,Deft,6,5,21,EDward Gaming
1558,Deft,6,7,18,EDward Gaming
1559,Deft,7,0,0,EDward Gaming
1560,Deft,7,0,1,Dplus KIA
1561,Deft,7,0,2,DRX
1562,Deft,7,0,2,Hanwha Life Esports
1563,Deft,7,0,3,EDward Gaming
1564,Deft,7,0,3,Hanwha Life Esports
1565,Deft,7,0,5,Dplus KIA
1566,Deft,7,0,5,DragonX
1567,Deft,7,0,6,DRX
1568,Deft,7,0,6,DRX
1569,Deft,7,0,6,KT Rolster
1570,Deft,7,0,7,EDward Gaming
1571,Deft,7,0,8,EDward Gaming
1572,Deft,7,0,9,EDward Gaming
1573,Deft,7,0,11,EDward Gaming
1574,Deft,7,0,12,Samsung Blue
1575,Deft,7,1,1,Dplus KIA
1576,Deft,7,1,3,DragonX
1577,Deft,7,1,3,EDward Gaming
1578,Deft,7,1,3,EDward Gaming
1579,Deft,7,1,4,Dplus KIA
1580,Deft,7,1,4,Dplus KIA
1581,Deft,7,1,4,EDward Gaming
1582,Deft,7,1,5,Dplus KIA
1583,Deft,7,1,5,DragonX
1584,Deft,7,1,5,DRX
1585,Deft,7,1,6,DragonX
1586,Deft,7,1,6,DRX
1587,Deft,7,1,6,KT Rolster
1588,Deft,7,1,6,KT Rolster
1589,Deft,7,1,6,KT Rolster
1590,Deft,7,1,7,Hanwha Life Esports
1591,Deft,7,1,8,Hanwha Life Esports
1592,Deft,7,1,10,EDward Gaming
1593,Deft,7,1,10,Kingzone DragonX
1594,Deft,7,1,11,EDward Gaming
1595,Deft,7,1,11,Samsung Blue
1596,Deft,7,1,12,EDward Gaming
1597,Deft,7,1,12,EDward Gaming
1598,Deft,7,1,13,Samsung Blue
1599,Deft,7,1,14,EDward Gaming
1600,deft,7,2,2,EDward Gaming
1601,Deft,7,2,3,Hanwha Life Esports
1602,Deft,7,2,4,Dplus KIA
1603,Deft,7,2,4,EDward Gaming
1604,Deft,7,2,4,KT Rolster
1605,Deft,7,2,5,EDward Gaming
1606,Deft,7,2,5,Hanwha Life Esports
1607,Deft,7,2,5,Kingzone DragonX
1608,Deft,7,2,8,EDward Gaming
1609,Deft,7,2,8,Hanwha Life Esports
1610,Deft,7,2,9,EDward Gaming
1611,Deft,7,2,9,Kingzone DragonX
1612,Deft,7,2,9,Samsung Blue
1613,Deft,7,2,16,EDward Gaming
1614,Deft,7,3,5,Dplus KIA
1615,Deft,7,3,6,KT Rolster
1616,Deft,7,3,7,EDward Gaming
1617,Deft,7,3,8,Kingzone DragonX
1618,Deft,7,3,9,DragonX
1619,Deft,7,3,9,KT Rolster
1620,Deft,7,3,10,Hanwha Life Esports
1621,Deft,7,3,12,DRX
1622,Deft,7,3,12,Kingzone DragonX
1623,Deft,7,3,16,EDward Gaming
1624,Deft,7,3,17,EDward Gaming
1625,Deft,7,3,17,EDward Gaming
1626,Deft,7,4,2,Kingzone DragonX
1627,Deft,7,4,3,DRX
1628,Deft,7,4,4,Samsung Galaxy
1629,Deft,7,4,11,EDward Gaming
1630,Deft,7,4,12,EDward Gaming
1631,Deft,7,5,2,MVP Blue
1632,Deft,7,5,7,EDward Gaming
1633,Deft,7,5,10,EDward Gaming
1634,Deft,7,5,10,EDward Gaming
1635,Deft,7,5,10,EDward Gaming
1636,Deft,7,5,15,EDward Gaming
1637,Deft,7,6,15,EDward Gaming
1638,Deft,7,7,8,Samsung Blue
1639,Deft,7,8,7,EDward Gaming
1640,Deft,7,9,18,Samsung Blue
1641,Deft,8,0,2,DragonX
1642,Deft,8,0,2,KT Rolster
1643,Deft,8,0,3,Dplus KIA
1644,Deft,8,0,3,KT Rolster
1645,Deft,8,0,5,Dplus KIA
1646,Deft,8,0,5,EDward Gaming
1647,Deft,8,0,5,KT Rolster
1648,Deft,8,0,5,KT Rolster
1649,Deft,8,0,6,DRX
1650,Deft,8,0,6,EDward Gaming
1651,Deft,8,0,8,DRX
1652,Deft,8,0,9,EDward Gaming
1653,Deft,8,0,9,Hanwha Life Esports
1654,Deft,8,0,11,EDward Gaming
1655,Deft,8,1,0,KT Rolster
1656,Deft,8,1,2,KT Rolster
1657,Deft,8,1,3,DragonX
1658,Deft,8,1,3,Hanwha Life Esports
1659,Deft,8,1,4,Dplus KIA
1660,Deft,8,1,4,DRX
1661,Deft,8,1,4,DRX
1662,Deft,8,1,5,EDward Gaming
1663,Deft,8,1,5,EDward Gaming
1664,Deft,8,1,6,DragonX
1665,Deft,8,1,6,EDward Gaming
1666,Deft,8,1,6,EDward Gaming
1667,Deft,8,1,6,Kingzone DragonX
1668,Deft,8,1,7,DRX
1669,Deft,8,1,7,EDward Gaming
1670,Deft,8,1,8,Dplus KIA
1671,Deft,8,1,8,Kingzone DragonX
1672,Deft,8,1,9,DRX
1673,Deft,8,1,10,EDward Gaming
1674,Deft,8,1,11,EDward Gaming
1675,Deft,8,1,16,EDward Gaming
1676,Deft,8,2,2,DragonX
1677,Deft,8,2,5,Dplus KIA
1678,Deft,8,2,6,DRX
1679,Deft,8,2,7,DRX
1680,Deft,8,2,7,EDward Gaming
1681,Deft,8,2,8,Dplus KIA
1682,Deft,8,2,10,DRX
1683,Deft,8,2,10,EDward Gaming
1684,Deft,8,2,11,EDward Gaming
1685,Deft,8,2,13,KT Rolster
1686,Deft,8,3,3,EDward Gaming
1687,Deft,8,3,3,Hanwha Life Esports
1688,Deft,8,3,3,KT Rolster
1689,Deft,8,3,6,KT Rolster
1690,Deft,8,3,8,DRX
1691,Deft,8,3,9,EDward Gaming
1692,Deft,8,3,9,EDward Gaming
1693,Deft,8,3,9,EDward Gaming
1694,Deft,8,3,9,KT Rolster
1695,Deft,8,3,15,EDward Gaming
1696,Deft,8,3,16,EDward Gaming
1697,Deft,8,4,3,EDward Gaming
1698,Deft,8,4,4,DRX
1699,Deft,8,4,7,EDward Gaming
1700,Deft,8,5,3,Samsung Blue
1701,Deft,8,5,4,EDward Gaming
1702,Deft,8,6,6,Hanwha Life Esports
1703,Deft,9,0,3,Dplus KIA
1704,Deft,9,0,5,DragonX
1705,Deft,9,0,5,KT Rolster
1706,Deft,9,0,5,KT Rolster
1707,Deft,9,0,8,EDward Gaming
1708,Deft,9,0,9,Dplus KIA
1709,Deft,9,1,4,DragonX
1710,Deft,9,1,4,KT Rolster
1711,Deft,9,1,5,EDward Gaming
1712,Deft,9,1,5,EDward Gaming
1713,Deft,9,1,5,Hanwha Life Esports
1714,Deft,9,1,6,DRX
1715,Deft,9,1,6,EDward Gaming
1716,Deft,9,1,6,Hanwha Life Esports
1717,Deft,9,1,8,KT Rolster
1718,Deft,9,1,9,Dplus KIA
1719,Deft,9,1,9,Kingzone DragonX
1720,Deft,9,1,11,EDward Gaming
1721,Deft,9,2,3,Hanwha Life Esports
1722,Deft,9,2,5,EDward Gaming
1723,Deft,9,2,6,DragonX
1724,Deft,9,2,6,Kingzone DragonX
1725,Deft,9,2,7,KT Rolster
1726,Deft,9,2,8,Samsung Blue
1727,Deft,9,2,9,Hanwha Life Esports
1728,Deft,9,2,9,Samsung Blue
1729,Deft,9,3,2,DRX
1730,Deft,9,3,5,DragonX
1731,Deft,9,3,7,EDward Gaming
1732,Deft,9,3,11,DRX
1733,Deft,9,3,11,EDward Gaming
1734,Deft,9,3,11,EDward Gaming
1735,Deft,9,4,6,Samsung Blue
1736,Deft,9,4,8,EDward Gaming
1737,Deft,9,4,10,Samsung Blue
1738,Deft,9,5,3,EDward Gaming
1739,Deft,9,5,10,EDward Gaming
1740,Deft,10,0,6,EDward Gaming
1741,Deft,10,1,3,Kingzone DragonX
1742,Deft,10,1,7,EDward Gaming
1743,Deft,10,1,9,EDward Gaming
1744,Deft,10,1,10,EDward Gaming
1745,Deft,10,2,4,DRX
1746,Deft,10,2,5,DRX
1747,Deft,10,2,5,Kingzone DragonX
1748,Deft,10,2,6,Hanwha Life Esports
1749,Deft,10,2,11,EDward Gaming
1750,Deft,10,3,4,EDward Gaming
1751,Deft,10,3,4,Kingzone DragonX
1752,Deft,10,3,6,Samsung Blue
1753,Deft,10,3,10,EDward Gaming
1754,Deft,10,3,12,Dplus KIA
1755,Deft,10,3,13,EDward Gaming
1756,Deft,11,0,4,Dplus KIA
1757,Deft,11,1,3,EDward Gaming
1758,Deft,11,1,6,KT Rolster
1759,Deft,11,1,9,EDward Gaming
1760,Deft,11,2,3,DRX
1761,Deft,11,2,4,Hanwha Life Esports
1762,Deft,11,2,5,EDward Gaming
1763,Deft,11,2,6,Samsung Blue
1764,Deft,11,2,6,Samsung Blue
1765,Deft,11,2,8,MVP Blue
1766,Deft,11,2,9,Samsung Blue
1767,deft,11,2,10,EDward Gaming
1768,Deft,11,3,5,EDward Gaming
1769,Deft,11,3,5,EDward Gaming
1770,Deft,11,3,6,Hanwha Life Esports
1771,Deft,11,3,7,DragonX
1772,Deft,11,4,6,MVP Blue
1773,Deft,12,0,12,Dplus KIA
1774,Deft,12,1,6,EDward Gaming
1775,Deft,12,1,8,EDward Gaming
1776,Deft,12,2,7,EDward Gaming
1777,Deft,12,2,12,DRX
1778,Deft,12,3,5,EDward Gaming
1779,Deft,12,4,9,Samsung Blue
1780,Deft,12,4,12,EDward Gaming
1781,Deft,12,7,9,Samsung Blue
1782,Deft,13,0,6,DRX
1783,Deft,13,1,5,Hanwha Life Esports
1784,Deft,13,1,6,EDward Gaming
1785,Deft,13,1,11,EDward Gaming
1786,Deft,13,2,5,Hanwha Life Esports
1787,Deft,13,2,8,Dplus KIA
1788,Deft,13,3,4,Samsung Galaxy
1789,Deft,13,3,6,EDward Gaming
1790,Deft,13,3,8,EDward Gaming
1791,Deft,13,3,15,MVP Blue
1792,Deft,13,4,11,KT Rolster
1793,Deft,14,1,10,EDward Gaming
1794,Deft,14,2,6,EDward Gaming
1795,Deft,14,3,9,EDward Gaming
1796,Deft,15,1,10,EDward Gaming
1797,Deft,15,2,3,Dplus KIA
1798,Deft,16,1,6,Samsung Blue
1799,Deftj,0,3,0,CNB Infinity
1800,Deftj,0,4,3,CNB Infinity
1801,Deftj,0,5,7,CNB Infinity
1802,Deftj,2,0,6,CNB Infinity
1803,Deftj,2,2,1,CNB Infinity
1804,Deftj,3,3,5,CNB Infinity
1805,Deftly,0,0,0,Golden Guardians
1806,Deftly,0,0,2,Evil Geniuses Academy
1807,Deftly,0,0,2,Golden Guardians
1808,Deftly,0,1,2,Golden Guardians
1809,Deftly,0,1,8,Golden Guardians
1810,Deftly,0,2,1,Golden Guardians
1811,deftly,0,2,4,eUnited
1812,Deftly,0,2,4,Evil Geniuses Academy
1813,Deftly,0,3,3,eUnited
1814,Deftly,0,4,0,eUnited
1815,Deftly,0,4,0,Evil Geniuses Academy
1816,Deftly,0,4,1,Evil Geniuses Academy
1817,Deftly,0,4,2,eUnited
1818,Deftly,0,4,2,Evil Geniuses Academy
1819,Deftly,0,4,2,Golden Guardians
1820,Deftly,0,4,2,Golden Guardians
1821,Deftly,0,5,18,Evil Geniuses Academy
1822,Deftly,1,0,0,Golden Guardians
1823,Deftly,1,0,4,Golden Guardians
1824,Deftly,1,0,4,Golden Guardians Academy
1825,Deftly,1,0,5,Evil Geniuses Academy
1826,Deftly,1,0,6,Golden Guardians
1827,Deftly,1,1,0,Golden Guardians
1828,Deftly,1,1,3,Golden Guardians
1829,Deftly,1,1,4,eUnited
1830,Deftly,1,1,5,Evil Geniuses Academy
1831,Deftly,1,1,5,Golden Guardians
1832,Deftly,1,1,8,eUnited
1833,Deftly,1,1,8,Evil Geniuses Academy
1834,deftly,1,1,9,eUnited
