,Team,Player,OverviewPage,PageAndTeam,N PlayerInTeam,TeamOrder,Role,IsDistribution
0,0utspire Etaming,Alois,ESL Benelux Championship/2018 Season/Summer Qualifiers,ESL Benelux Championship/2018 Season/Summer Qualifiers_0utspire Etaming,1,1,Top,1
1,0utspire Etaming,Bjorn,ESL Benelux Championship/2018 Season/Summer Qualifiers,ESL Benelux Championship/2018 Season/Summer Qualifiers_0utspire Etaming,2,1,Jungle,1
2,0utspire Etaming,Karnemel,ESL Benelux Championship/2018 Season/Summer Qualifiers,ESL Benelux Championship/2018 Season/Summer Qualifiers_0utspire Etaming,3,1,Mid,1
3,0utspire Etaming,Mark (Mark De Korte),ESL Benelux Championship/2018 Season/Summer Qualifiers,ESL Benelux Championship/2018 Season/Summer Qualifiers_0utspire Etaming,5,1,Support,1
4,0utspire Etaming,Yoni,ESL Benelux Championship/2018 Season/Summer Qualifiers,ESL Benelux Championship/2018 Season/Summer Qualifiers_0utspire Etaming,4,1,Bot,1
5,1 تماسيح بلدنا,1DarKNess,MENA Championship/Season 1/Egypt/Final Qualifier,MENA Championship/Season 1/Egypt/Final Qualifier_1 تماسيح بلدنا,1,1,Top,1
6,1 تماسيح بلدنا,1DarKNess,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,1,1,Top,1
7,1 تماسيح بلدنا,Annie Bot,MENA Championship/Season 1/Egypt/Final Qualifier,MENA Championship/Season 1/Egypt/Final Qualifier_1 تماسيح بلدنا,3,1,Mid,1
8,1 تماسيح بلدنا,Annie Bot,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,5,1,"Mid,Bot",1
9,1 تماسيح بلدنا,BuggzBunny,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,2,1,Top,1
10,1 تماسيح بلدنا,Galalah,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,4,1,Mid,1
11,1 تماسيح بلدنا,Kholio,MENA Championship/Season 1/Egypt/Final Qualifier,MENA Championship/Season 1/Egypt/Final Qualifier_1 تماسيح بلدنا,2,1,Jungle,1
12,1 تماسيح بلدنا,Kholio,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,3,1,Jungle,1
13,1 تماسيح بلدنا,Paralyze,MENA Championship/Season 1/Egypt/Final Qualifier,MENA Championship/Season 1/Egypt/Final Qualifier_1 تماسيح بلدنا,5,1,Support,1
14,1 تماسيح بلدنا,Paralyze,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,7,1,Support,1
15,1 تماسيح بلدنا,Serano,MENA Championship/Season 1/Egypt/Final Qualifier,MENA Championship/Season 1/Egypt/Final Qualifier_1 تماسيح بلدنا,4,1,Bot,1
16,1 تماسيح بلدنا,Serano,MENA Championship/Season 1/Egypt/Season Finals,MENA Championship/Season 1/Egypt/Season Finals_1 تماسيح بلدنا,6,1,Bot,1
17,100 Thieves,Abbedagge,2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,3,1,Mid,1
18,100 Thieves,Abbedagge,2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,3,1,Mid,1
19,100 Thieves,Abbedagge,LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,3,1,Mid,1
20,100 Thieves,Abbedagge,LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,3,1,Mid,1
21,100 Thieves,AnDa,2018 Season World Championship/Main Event,2018 Season World Championship/Main Event_100 Thieves,2,1,Jungle,1
22,100 Thieves,aphromoo,2018 Season World Championship/Main Event,2018 Season World Championship/Main Event_100 Thieves,5,1,Support,1
23,100 Thieves,Busio,LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,5,1,Support,1
24,100 Thieves,Cain,LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,7,1,Coach,1
25,100 Thieves,Closer (Can Çelik),2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,2,1,Jungle,1
26,100 Thieves,Closer (Can Çelik),2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,2,1,Jungle,1
27,100 Thieves,Closer (Can Çelik),LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,2,1,Jungle,1
28,100 Thieves,Closer (Can Çelik),LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,2,1,Jungle,1
29,100 Thieves,Closer (Can Çelik),LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,2,1,Jungle,1
30,100 Thieves,Doublelift,LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,4,1,Bot,1
31,100 Thieves,FBI,2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,4,1,Bot,1
32,100 Thieves,FBI,2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,4,1,Bot,1
33,100 Thieves,FBI,LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,4,1,Bot,1
34,100 Thieves,FBI,LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,4,1,Bot,1
35,100 Thieves,Freeze,2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,7,1,Coach,1
36,100 Thieves,Freeze,2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,7,1,Coach,1
37,100 Thieves,Freeze,LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,7,1,Coach,1
38,100 Thieves,Freeze,LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,7,1,Coach,1
39,100 Thieves,huhi,2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,5,1,Support,1
40,100 Thieves,huhi,2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,5,1,Support,1
41,100 Thieves,huhi,LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,5,1,Support,1
42,100 Thieves,huhi,LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,5,1,Support,1
43,100 Thieves,Nukeduck,LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,6,1,Coach,1
44,100 Thieves,pr0lly,2018 Season World Championship/Main Event,2018 Season World Championship/Main Event_100 Thieves,6,1,Coach,1
45,100 Thieves,Quid,LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,3,1,Mid,1
46,100 Thieves,Reapered,2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,6,1,Coach,1
47,100 Thieves,Reapered,2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,6,1,Coach,1
48,100 Thieves,Reapered,LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,6,1,Coach,1
49,100 Thieves,Reapered,LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,6,1,Coach,1
50,100 Thieves,Rikara,2018 Season World Championship/Main Event,2018 Season World Championship/Main Event_100 Thieves,4,1,Bot,1
51,100 Thieves,Ryu,2018 Season World Championship/Main Event,2018 Season World Championship/Main Event_100 Thieves,3,1,Mid,1
52,100 Thieves,Ssumday,2018 Season World Championship/Main Event,2018 Season World Championship/Main Event_100 Thieves,1,1,Top,1
53,100 Thieves,Ssumday,2021 Season World Championship/Main Event,2021 Season World Championship/Main Event_100 Thieves,1,1,Top,1
54,100 Thieves,Ssumday,2022 Season World Championship/Main Event,2022 Season World Championship/Main Event_100 Thieves,1,1,Top,1
55,100 Thieves,Ssumday,LCS/2021 Season/Championship,LCS/2021 Season/Championship_100 Thieves,1,1,Top,1
56,100 Thieves,Ssumday,LCS/2022 Season/Championship,LCS/2022 Season/Championship_100 Thieves,1,1,Top,1
57,100 Thieves,Ssumday,LCS/2023 Season/Championship,LCS/2023 Season/Championship_100 Thieves,1,1,Top,1
58,100 Thieves Next,Busio,Risen Champions League/2021 Season/Summer Season,Risen Champions League/2021 Season/Summer Season_100 Thieves Next,5,1,Support,1
59,100 Thieves Next,Busio,Risen Champions League/2021 Season/Winter Season,Risen Champions League/2021 Season/Winter Season_100 Thieves Next,5,1,Support,1
60,100 Thieves Next,Chad,Risen Champions League/2021 Season/Summer Season,Risen Champions League/2021 Season/Summer Season_100 Thieves Next,2,1,Jungle,1
61,100 Thieves Next,Cozy,Risen Champions League/2021 Season/Winter Season,Risen Champions League/2021 Season/Winter Season_100 Thieves Next,1,1,Top,1
62,100 Thieves Next,FallenBandit,Risen Champions League/2021 Season/Summer Season,Risen Champions League/2021 Season/Summer Season_100 Thieves Next,6,1,Coach,1
63,100 Thieves Next,FallenBandit,Risen Champions League/2021 Season/Winter Season,Risen Champions League/2021 Season/Winter Season_100 Thieves Next,6,1,Coach,1
64,100 Thieves Next,Gamsu,Risen Champions League/2021 Season/Summer Season,Risen Champions League/2021 Season/Summer Season_100 Thieves Next,1,1,Top,1
65,100 Thieves Next,Goo,Risen Champions League/2021 Season/Winter Season,Risen Champions League/2021 Season/Winter Season_100 Thieves Next,2,1,Jungle,1
66,100 Thieves Next,Instinct (Tony Ng),Risen Champions League/2021 Season/Summer Season,Risen Champions League/2021 Season/Summer Season_100 Thieves Next,4,1,Bot,1
67,100 Thieves Next,Instinct (Tony Ng),Risen Champions League/2021 Season/Winter Season,Risen Champions League/2021 Season/Winter Season_100 Thieves Next,4,1,Bot,1
68,100 Thieves Next,Young (Young Choi),Risen Champions League/2021 Season/Summer Season,Risen Champions League/2021 Season/Summer Season_100 Thieves Next,3,1,Mid,1
69,100 Thieves Next,Young (Young Choi),Risen Champions League/2021 Season/Winter Season,Risen Champions League/2021 Season/Winter Season_100 Thieves Next,3,1,Mid,1
70,123 (Bulgarian Team),Bädä,ESL South East Europe Championship/Season 9/Regional Final,ESL South East Europe Championship/Season 9/Regional Final_123 (Bulgarian Team),2,1,Jungle,1
71,123 (Bulgarian Team),BigBadB3ar,ESL South East Europe Championship/Season 8/Bulgaria National Final,ESL South East Europe Championship/Season 8/Bulgaria National Final_123 (Bulgarian Team),3,1,Mid,1
72,123 (Bulgarian Team),Dehaste,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier_123 (Bulgarian Team),4,1,Mid,1
73,123 (Bulgarian Team),Divine (Swedish Player),ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier_123 (Bulgarian Team),3,1,Jungle,1
74,123 (Bulgarian Team),dsquared,ESL South East Europe Championship/Season 8/Bulgaria National Final,ESL South East Europe Championship/Season 8/Bulgaria National Final_123 (Bulgarian Team),5,1,Support,1
75,123 (Bulgarian Team),I am LeBron,ESL South East Europe Championship/Season 8/Bulgaria National Final,ESL South East Europe Championship/Season 8/Bulgaria National Final_123 (Bulgarian Team),2,1,Jungle,1
76,123 (Bulgarian Team),I am LeBron,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier_123 (Bulgarian Team),2,1,Jungle,1
77,123 (Bulgarian Team),Niksane,ESL South East Europe Championship/Season 8/Bulgaria National Final,ESL South East Europe Championship/Season 8/Bulgaria National Final_123 (Bulgarian Team),4,1,Bot,1
78,123 (Bulgarian Team),Niksane,ESL South East Europe Championship/Season 9/Regional Final,ESL South East Europe Championship/Season 9/Regional Final_123 (Bulgarian Team),4,1,Bot,1
79,123 (Bulgarian Team),Niksane,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier_123 (Bulgarian Team),5,1,Bot,1
80,123 (Bulgarian Team),no dreams,ESL South East Europe Championship/Season 9/Regional Final,ESL South East Europe Championship/Season 9/Regional Final_123 (Bulgarian Team),5,1,Support,1
81,123 (Bulgarian Team),no dreams,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier_123 (Bulgarian Team),6,1,Support,1
82,123 (Bulgarian Team),Ratchet232,ESL South East Europe Championship/Season 9/Regional Final,ESL South East Europe Championship/Season 9/Regional Final_123 (Bulgarian Team),3,1,Mid,1
83,123 (Bulgarian Team),Samanan,ESL South East Europe Championship/Season 8/Bulgaria National Final,ESL South East Europe Championship/Season 8/Bulgaria National Final_123 (Bulgarian Team),1,1,Top,1
84,123 (Bulgarian Team),shaco (Bulgarian Player),ESL South East Europe Championship/Season 9/Regional Final,ESL South East Europe Championship/Season 9/Regional Final_123 (Bulgarian Team),1,1,Top,1
85,123 (Bulgarian Team),shaco (Bulgarian Player),ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier,ESL South East Europe Championship/Season 9/Regional Final/Bulgaria Qualifier_123 (Bulgarian Team),1,1,Top,1
86,17&gt;22,Bazzone,Baolo Championship Series,Baolo Championship Series_17&gt;22,1,1,Top,1
87,17&gt;22,Hańs (Italian Player),Baolo Championship Series,Baolo Championship Series_17&gt;22,3,1,Mid,1
88,17&gt;22,Huńk,Baolo Championship Series,Baolo Championship Series_17&gt;22,4,1,Bot,1
89,17&gt;22,Peeno,Baolo Championship Series,Baolo Championship Series_17&gt;22,2,1,Jungle,1
90,17&gt;22,Spawn (Giovanni Leveghi),Baolo Championship Series,Baolo Championship Series_17&gt;22,5,1,Support,1
91,1Life2Play,counter jg,Risen Champions League/2021 Season/Winter Open Qualifier,Risen Champions League/2021 Season/Winter Open Qualifier_1Life2Play,2,1,Jungle,1
92,1Life2Play,N3ural N3twork,Risen Champions League/2021 Season/Winter Open Qualifier,Risen Champions League/2021 Season/Winter Open Qualifier_1Life2Play,5,1,Support,1
93,1Life2Play,Okisaki,Risen Champions League/2021 Season/Winter Open Qualifier,Risen Champions League/2021 Season/Winter Open Qualifier_1Life2Play,4,1,Bot,1
94,1Life2Play,ShySept,Risen Champions League/2021 Season/Winter Open Qualifier,Risen Champions League/2021 Season/Winter Open Qualifier_1Life2Play,1,1,Top,1
95,1Life2Play,Yoshimimar,Risen Champions League/2021 Season/Winter Open Qualifier,Risen Champions League/2021 Season/Winter Open Qualifier_1Life2Play,3,1,Mid,1
96,3BL Esports,Beullee,Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,8,1,Support,1
97,3BL Esports,Beullee,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,8,1,Support,1
98,3BL Esports,Butcher (Abdulkader Halwani),Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,6,1,Support,1
99,3BL Esports,Butcher (Abdulkader Halwani),Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,7,1,Support,1
100,3BL Esports,Butcher (Abdulkader Halwani),Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,7,1,Support,1
101,3BL Esports,Butcher (Abdulkader Halwani),Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,6,1,Support,1
102,3BL Esports,Butcher (Abdulkader Halwani),Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,7,1,Support,1
103,3BL Esports,Funny FuFuuu,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,7,1,Support,1
104,3BL Esports,Funny FuFuuu,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,6,1,Support,1
105,3BL Esports,Funny FuFuuu,Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,7,1,Support,1
106,3BL Esports,JoyLucky,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,3,1,Jungle,1
107,3BL Esports,JoyLucky,Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,3,1,Jungle,1
108,3BL Esports,JoyLucky,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,2,1,Jungle,1
109,3BL Esports,JoyLucky,Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,3,1,Jungle,1
110,3BL Esports,JoyLucky,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,3,1,Jungle,1
111,3BL Esports,JSkillz,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,2,1,Jungle,1
112,3BL Esports,JSkillz,Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,2,1,Jungle,1
113,3BL Esports,JSkillz,Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,2,1,Jungle,1
114,3BL Esports,JSkillz,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,2,1,Jungle,1
115,3BL Esports,Nepheryos,Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,5,1,Mid,1
116,3BL Esports,Nepheryos,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,5,1,Mid,1
117,3BL Esports,Revenger (Moataz Magdy Mostafa),Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,4,1,Mid,1
118,3BL Esports,Revenger (Moataz Magdy Mostafa),Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,4,1,Mid,1
119,3BL Esports,Revenger (Moataz Magdy Mostafa),Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,4,1,Mid,1
120,3BL Esports,Revenger (Moataz Magdy Mostafa),Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,4,1,Mid,1
121,3BL Esports,Revenger (Moataz Magdy Mostafa),Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,4,1,Mid,1
122,3BL Esports,Robben,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,8,1,Coach,1
123,3BL Esports,Robben,Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,8,1,Coach,1
124,3BL Esports,Shadow (Mohamed Hazem),Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,3,1,Jungle,1
125,3BL Esports,Stitch (Naif Talal),Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,5,1,Bot,1
126,3BL Esports,Stitch (Naif Talal),Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,6,1,Bot,1
127,3BL Esports,Stitch (Naif Talal),Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,5,1,Bot,1
128,3BL Esports,Stitch (Naif Talal),Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,5,1,Bot,1
129,3BL Esports,Stitch (Naif Talal),Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,6,1,Bot,1
130,3BL Esports,ToxicHill,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers,Intel Arabian Cup Champions League/2021 Season/Last Chance Qualifiers_3BL Esports,1,1,Top,1
131,3BL Esports,ToxicHill,Intel Arabian Cup Champions League/2021 Season/Season 2,Intel Arabian Cup Champions League/2021 Season/Season 2_3BL Esports,1,1,Top,1
132,3BL Esports,ToxicHill,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 2 Relegation_3BL Esports,1,1,Top,1
133,3BL Esports,ToxicHill,Intel Arabian Cup Champions League/2021 Season/Season 3,Intel Arabian Cup Champions League/2021 Season/Season 3_3BL Esports,1,1,Top,1
134,3BL Esports,ToxicHill,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation,Intel Arabian Cup Champions League/2021 Season/Season 3 Relegation_3BL Esports,1,1,Top,1
135,5 Hydra Esport,DeLuXe (Klemen Papež),ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,5,1,Mid,1
136,5 Hydra Esport,Gamagotchi,ESL Italia Championship/2018/Summer Relegation,ESL Italia Championship/2018/Summer Relegation_5 Hydra Esport,4,1,Bot,1
137,5 Hydra Esport,Gamagotchi,ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,6,1,Bot,1
138,5 Hydra Esport,Jahean,ESL Italia Championship/2018/Summer Relegation,ESL Italia Championship/2018/Summer Relegation_5 Hydra Esport,3,1,Mid,1
139,5 Hydra Esport,Kat,ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,4,1,Mid,1
140,5 Hydra Esport,Leaniv,ESL Italia Championship/2018/Summer Relegation,ESL Italia Championship/2018/Summer Relegation_5 Hydra Esport,1,1,Top,1
141,5 Hydra Esport,Leaniv,ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,1,1,Top,1
142,5 Hydra Esport,Orgen,ESL Italia Championship/2017/Winter Season,ESL Italia Championship/2017/Winter Season_5 Hydra Esport,5,1,Support,1
143,5 Hydra Esport,PesE,ESL Italia Championship/2017/Winter Season,ESL Italia Championship/2017/Winter Season_5 Hydra Esport,1,1,Top,1
144,5 Hydra Esport,Raxhy,ESL Italia Championship/2018/Summer Relegation,ESL Italia Championship/2018/Summer Relegation_5 Hydra Esport,2,1,Jungle,1
145,5 Hydra Esport,ReMexXx,ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,3,1,Jungle,1
146,5 Hydra Esport,S1D,ESL Italia Championship/2018/Summer Relegation,ESL Italia Championship/2018/Summer Relegation_5 Hydra Esport,5,1,Support,1
147,5 Hydra Esport,S1D,ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,7,1,Support,1
148,5 Hydra Esport,Sotze,ESL Italia Championship/2017/Winter Season,ESL Italia Championship/2017/Winter Season_5 Hydra Esport,6,1,Coach,1
149,5 Hydra Esport,Taxer (Luca Su),ESL Vodafone Championship/2018/Winter Season,ESL Vodafone Championship/2018/Winter Season_5 Hydra Esport,2,1,Jungle,1
150,5 Prodigies,H1tokiri,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier_5 Prodigies,1,1,Top,1
151,5 Prodigies,Hakky,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier_5 Prodigies,5,1,Support,1
152,5 Prodigies,KALHNOTSES,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier_5 Prodigies,4,1,Bot,1
153,5 Prodigies,Noxus123,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier_5 Prodigies,2,1,Jungle,1
154,5 Prodigies,ProJko,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier,ESL South East Europe Championship/Season 8/Greece National Final/Open Qualifier_5 Prodigies,3,1,Mid,1
155,500分馬戲團,保齡球二號,2022 Asia Esports Championship/Blue Magpie Open Qualifiers,2022 Asia Esports Championship/Blue Magpie Open Qualifiers_500分馬戲團,5,1,Support,1
156,500分馬戲團,劉溫秋,2022 Asia Esports Championship/Blue Magpie Open Qualifiers,2022 Asia Esports Championship/Blue Magpie Open Qualifiers_500分馬戲團,3,1,Mid,1
157,500分馬戲團,好健阿愷特林,2022 Asia Esports Championship/Blue Magpie Open Qualifiers,2022 Asia Esports Championship/Blue Magpie Open Qualifiers_500分馬戲團,4,1,Bot,1
158,500分馬戲團,我是斜咖,2022 Asia Esports Championship/Blue Magpie Open Qualifiers,2022 Asia Esports Championship/Blue Magpie Open Qualifiers_500分馬戲團,2,1,Jungle,1
159,500分馬戲團,殆盡無存的思念,2022 Asia Esports Championship/Blue Magpie Open Qualifiers,2022 Asia Esports Championship/Blue Magpie Open Qualifiers_500分馬戲團,1,1,Top,1
160,6 Unacquainted Dudes,Awaken (Enrico Degiorgio),UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier_6 Unacquainted Dudes,1,1,Top,1
161,6 Unacquainted Dudes,Emil,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier_6 Unacquainted Dudes,3,1,Mid,1
162,6 Unacquainted Dudes,Gould,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier_6 Unacquainted Dudes,4,1,Bot,1
163,6 Unacquainted Dudes,Hyojung,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier_6 Unacquainted Dudes,5,1,Support,1
164,6 Unacquainted Dudes,Puru,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier,UK League Championship/2020 Season/Summer Qualifiers/Open Qualifier_6 Unacquainted Dudes,2,1,Jungle,1
165,9Tails,Banana98,ESL Vodafone Championship Serie B/2018/Winter Season,ESL Vodafone Championship Serie B/2018/Winter Season_9Tails,3,1,Mid,1
166,9Tails,ImTheTitan,ESL Vodafone Championship Serie B/2018/Winter Season,ESL Vodafone Championship Serie B/2018/Winter Season_9Tails,1,1,Top,1
167,9Tails,Kizaxking,ESL Vodafone Championship Serie B/2018/Winter Season,ESL Vodafone Championship Serie B/2018/Winter Season_9Tails,2,1,Jungle,1
